GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10
1400000US36005003700,36005003700,"Census Tract 37, Bronx County, New York",201,175,43,67,0,123,0,123,0,123,0,123,158,176,0,123,0,123,0,123
1400000US36005003800,36005003800,"Census Tract 38, Bronx County, New York",1694,217,231,205,751,317,0,123,0,123,0,123,665,269,47,51,47,51,0,123
1400000US36005003900,36005003900,"Census Tract 39, Bronx County, New York",6952,701,3159,606,1596,570,0,123,253,255,0,123,1885,642,59,95,0,123,59,95
1400000US36005004001,36005004001,"Census Tract 40.01, Bronx County, New York",1391,367,373,168,248,197,100,140,321,208,0,123,135,98,214,272,27,58,187,264
1400000US36005004100,36005004100,"Census Tract 41, Bronx County, New York",6116,720,1964,653,2105,463,87,93,179,159,0,123,1645,481,136,131,59,86,77,102
1400000US36005004200,36005004200,"Census Tract 42, Bronx County, New York",6973,718,604,214,3279,497,0,123,0,123,0,123,2818,741,272,223,75,158,197,154
1400000US36005004300,36005004300,"Census Tract 43, Bronx County, New York",4647,571,977,340,1557,428,0,123,188,237,0,123,1641,618,284,202,128,127,156,150
1400000US36005004400,36005004400,"Census Tract 44, Bronx County, New York",4401,527,659,270,1910,416,0,123,304,271,0,123,1287,422,241,206,232,206,9,15
1400000US36005004600,36005004600,"Census Tract 46, Bronx County, New York",1557,650,214,119,415,165,0,123,0,123,0,123,925,628,3,9,3,9,0,123
1400000US36005004800,36005004800,"Census Tract 48, Bronx County, New York",3954,466,624,337,968,278,29,44,199,186,0,123,1937,526,197,173,75,99,122,144
1400000US36005005001,36005005001,"Census Tract 50.01, Bronx County, New York",4729,576,709,515,2191,592,0,123,0,123,0,123,1588,492,241,186,180,166,61,80
1400000US36005005002,36005005002,"Census Tract 50.02, Bronx County, New York",5306,660,661,281,1164,461,241,379,201,202,0,123,2776,756,263,244,227,226,36,56
1400000US36005005100,36005005100,"Census Tract 51, Bronx County, New York",5361,458,908,285,2545,416,60,74,96,80,0,123,1557,336,195,150,93,68,102,110
1400000US36005005200,36005005200,"Census Tract 52, Bronx County, New York",1707,285,127,94,601,257,0,123,0,123,0,123,702,264,277,180,251,177,26,44
1400000US36005005300,36005005300,"Census Tract 53, Bronx County, New York",3640,431,345,199,2384,331,0,123,0,123,0,123,723,305,188,120,103,78,85,81
1400000US36005005400,36005005400,"Census Tract 54, Bronx County, New York",6323,777,722,309,1659,343,0,123,120,107,0,123,3428,800,394,333,297,282,97,154
1400000US36005005600,36005005600,"Census Tract 56, Bronx County, New York",2267,288,326,224,771,218,0,123,50,68,0,123,946,298,174,111,151,106,23,27
1400000US36005005902,36005005902,"Census Tract 59.02, Bronx County, New York",2397,365,620,247,1068,294,25,38,0,123,0,123,684,245,0,123,0,123,0,123
1400000US36005006000,36005006000,"Census Tract 60, Bronx County, New York",1317,330,102,88,122,138,0,123,0,123,0,123,1073,393,20,34,20,34,0,123
1400000US36005006100,36005006100,"Census Tract 61, Bronx County, New York",3266,288,85,92,2738,284,0,123,11,17,0,123,318,196,114,84,64,76,50,37
1400000US36005006200,36005006200,"Census Tract 62, Bronx County, New York",6578,812,731,271,2644,736,0,123,0,123,0,123,2294,811,909,573,651,487,258,292
1400000US36005006300,36005006300,"Census Tract 63, Bronx County, New York",5537,473,1498,435,2129,449,58,54,276,99,0,123,1475,431,101,73,62,68,39,30
1400000US36005006400,36005006400,"Census Tract 64, Bronx County, New York",3722,520,279,130,1585,356,26,41,197,286,0,123,1410,462,225,145,175,140,50,45
1400000US36005006500,36005006500,"Census Tract 65, Bronx County, New York",5228,619,669,309,1835,550,0,123,128,113,0,123,2422,584,174,134,123,129,51,42
1400000US36005006700,36005006700,"Census Tract 67, Bronx County, New York",7535,825,1016,552,2936,839,178,307,13,21,0,123,3219,873,173,138,135,125,38,50
1400000US36005006800,36005006800,"Census Tract 68, Bronx County, New York",2671,415,452,247,988,261,0,123,160,135,0,123,978,395,93,107,21,33,72,102
1400000US36005006900,36005006900,"Census Tract 69, Bronx County, New York",5582,466,1315,458,2731,559,29,40,0,123,0,123,1206,312,301,218,290,217,11,18
1400000US36005007000,36005007000,"Census Tract 70, Bronx County, New York",4313,632,417,189,1373,454,62,99,357,238,0,123,1755,476,349,213,203,105,146,188
1400000US36005007100,36005007100,"Census Tract 71, Bronx County, New York",2221,379,559,272,1222,384,63,81,0,123,0,123,361,178,16,26,0,123,16,26
1400000US36005007200,36005007200,"Census Tract 72, Bronx County, New York",5777,622,941,363,749,287,0,123,1775,515,0,123,2112,585,200,180,187,183,13,20
1400000US36005007300,36005007300,"Census Tract 73, Bronx County, New York",3526,420,1212,463,1244,367,10,16,0,123,0,123,897,311,163,143,29,39,134,150
1400000US36005007400,36005007400,"Census Tract 74, Bronx County, New York",3773,443,523,223,1436,364,0,123,203,259,0,123,1454,364,157,128,126,118,31,46
1400000US36005007500,36005007500,"Census Tract 75, Bronx County, New York",4277,405,938,261,1372,302,0,123,11,18,0,123,1841,413,115,83,105,81,10,17
1400000US36005007600,36005007600,"Census Tract 76, Bronx County, New York",5589,625,741,293,1129,284,69,81,327,250,23,35,2900,604,400,199,214,147,186,163
1400000US36005007700,36005007700,"Census Tract 77, Bronx County, New York",1748,248,512,215,346,194,0,123,47,77,0,123,826,285,17,32,0,123,17,32
1400000US36005007800,36005007800,"Census Tract 78, Bronx County, New York",6102,771,956,351,1131,590,0,123,307,194,0,123,3047,695,661,293,514,280,147,127
1400000US36005007900,36005007900,"Census Tract 79, Bronx County, New York",5930,671,1747,558,2021,483,0,123,88,138,0,123,1858,647,216,121,117,81,99,78
1400000US36005008300,36005008300,"Census Tract 83, Bronx County, New York",6159,739,1655,583,2052,660,0,123,0,123,0,123,2232,726,220,182,142,156,78,100
1400000US36005008400,36005008400,"Census Tract 84, Bronx County, New York",2508,406,264,170,1054,326,9,41,0,123,0,123,1120,444,61,64,34,41,27,45
1400000US36005008500,36005008500,"Census Tract 85, Bronx County, New York",5541,682,819,344,1852,519,0,123,17,27,0,123,2697,589,156,103,108,88,48,45
1400000US36005008600,36005008600,"Census Tract 86, Bronx County, New York",3835,458,480,205,1424,324,0,123,20,31,0,123,1766,458,145,104,70,72,75,72
1400000US36005008700,36005008700,"Census Tract 87, Bronx County, New York",6294,810,895,398,1119,338,0,123,54,84,0,123,4081,880,145,94,117,89,28,42
1400000US36005008900,36005008900,"Census Tract 89, Bronx County, New York",3057,534,648,251,544,323,0,123,34,37,0,123,1381,460,450,340,143,131,307,266
1400000US36005009000,36005009000,"Census Tract 90, Bronx County, New York",3747,519,1117,506,976,342,10,15,106,155,0,123,1528,411,10,15,10,15,0,123
1400000US36005009200,36005009200,"Census Tract 92, Bronx County, New York",5419,766,615,225,663,367,0,123,714,421,0,123,3308,778,119,120,16,26,103,118
1400000US36005009300,36005009300,"Census Tract 93, Bronx County, New York",6667,827,2252,534,2321,489,48,77,7,13,0,123,1711,547,328,130,229,121,99,70
1400000US36005009600,36005009600,"Census Tract 96, Bronx County, New York",2302,343,402,176,403,193,14,21,245,197,42,79,1045,315,151,100,96,95,55,45
1400000US36005009800,36005009800,"Census Tract 98, Bronx County, New York",5145,395,1014,281,1816,456,97,145,220,164,0,123,1816,509,182,106,79,71,103,86
1400000US36005011000,36005011000,"Census Tract 110, Bronx County, New York",113,139,20,29,0,123,0,123,0,123,0,123,93,151,0,123,0,123,0,123
1400000US36005011502,36005011502,"Census Tract 115.02, Bronx County, New York",4663,574,1582,425,1510,435,20,31,43,57,0,123,1308,346,200,119,184,113,16,27
1400000US36005011700,36005011700,"Census Tract 117, Bronx County, New York",1336,253,560,223,525,162,0,123,0,123,0,123,251,130,0,123,0,123,0,123
1400000US36005011800,36005011800,"Census Tract 118, Bronx County, New York",4690,437,3886,443,21,19,10,15,161,105,0,123,602,255,10,15,10,15,0,123
1400000US36005011900,36005011900,"Census Tract 119, Bronx County, New York",5310,377,660,292,1592,328,11,19,15,24,9,14,2689,408,334,175,201,159,133,99
1400000US36005012101,36005012101,"Census Tract 121.01, Bronx County, New York",2775,507,354,204,962,508,0,123,7,12,0,123,1257,339,195,154,75,74,120,143
1400000US36005012102,36005012102,"Census Tract 121.02, Bronx County, New York",1410,166,173,114,383,176,0,123,5,24,0,123,849,213,0,123,0,123,0,123
1400000US36005012300,36005012300,"Census Tract 123, Bronx County, New York",3024,343,525,240,866,180,0,123,0,123,0,123,1611,326,22,27,15,24,7,12
1400000US36005012500,36005012500,"Census Tract 125, Bronx County, New York",3180,426,475,256,1322,393,0,123,0,123,0,123,1347,404,36,56,0,123,36,56
1400000US36005012701,36005012701,"Census Tract 127.01, Bronx County, New York",2376,383,590,259,653,304,0,123,67,91,0,123,1013,363,53,58,28,44,25,40
1400000US36005012901,36005012901,"Census Tract 129.01, Bronx County, New York",2952,477,743,297,1055,232,50,76,17,26,0,123,1075,407,12,18,12,18,0,123
1400000US36005013000,36005013000,"Census Tract 130, Bronx County, New York",1134,196,830,209,61,59,0,123,0,123,0,123,174,159,69,73,69,73,0,123
1400000US36005013100,36005013100,"Census Tract 131, Bronx County, New York",4769,528,712,331,1816,577,19,26,67,72,0,123,1993,499,162,140,88,77,74,122
1400000US36005013200,36005013200,"Census Tract 132, Bronx County, New York",6135,657,3234,547,697,294,15,22,99,97,0,123,1984,680,106,105,39,60,67,86
1400000US36005013300,36005013300,"Census Tract 133, Bronx County, New York",6370,680,168,133,3430,546,0,123,47,77,0,123,2655,567,70,75,28,41,42,64
1400000US36005013500,36005013500,"Census Tract 135, Bronx County, New York",3256,476,166,115,1913,471,60,59,0,123,0,123,942,261,175,160,95,119,80,111
1400000US36005013800,36005013800,"Census Tract 138, Bronx County, New York",3182,562,2423,429,51,54,0,123,326,351,0,123,345,230,37,45,20,32,17,30
1400000US36005014100,36005014100,"Census Tract 141, Bronx County, New York",2247,260,884,268,630,252,54,86,45,64,0,123,576,359,58,46,23,28,35,40
1400000US36005014300,36005014300,"Census Tract 143, Bronx County, New York",565,190,17,25,309,137,0,123,0,123,0,123,219,159,20,33,0,123,20,33
1400000US36005014400,36005014400,"Census Tract 144, Bronx County, New York",5184,535,930,330,1770,342,265,345,85,117,0,123,1805,441,329,191,196,165,133,116
1400000US36005014500,36005014500,"Census Tract 145, Bronx County, New York",5728,566,273,138,2733,331,36,46,0,123,0,123,2405,610,281,166,199,134,82,55
1400000US36005014701,36005014701,"Census Tract 147.01, Bronx County, New York",5544,622,595,355,2611,498,0,123,6,12,0,123,2324,502,8,18,8,18,0,123
1400000US36005014702,36005014702,"Census Tract 147.02, Bronx County, New York",5087,537,341,249,2404,556,214,316,0,123,0,123,2045,505,83,83,67,79,16,26
1400000US36005014900,36005014900,"Census Tract 149, Bronx County, New York",3768,355,330,126,1773,288,0,123,0,123,0,123,1588,347,77,69,25,30,52,62
1400000US36005015100,36005015100,"Census Tract 151, Bronx County, New York",5309,645,390,175,2622,540,0,123,0,123,0,123,2048,519,249,177,202,140,47,54
1400000US36005015200,36005015200,"Census Tract 152, Bronx County, New York",2136,410,1209,341,159,191,0,123,54,87,0,123,714,235,0,123,0,123,0,123
