GEO.id,GEO.id2,GEO.display-label,HC01_EST_VC01,HC01_MOE_VC01,HC02_EST_VC01,HC02_MOE_VC01,HC03_EST_VC01,HC03_MOE_VC01,HC01_EST_VC02,HC01_MOE_VC02,HC02_EST_VC02,HC02_MOE_VC02,HC03_EST_VC02,HC03_MOE_VC02,HC01_EST_VC03,HC01_MOE_VC03,HC02_EST_VC03,HC02_MOE_VC03,HC03_EST_VC03,HC03_MOE_VC03,HC01_EST_VC05,HC01_MOE_VC05,HC02_EST_VC05,HC02_MOE_VC05,HC03_EST_VC05,HC03_MOE_VC05,HC01_EST_VC07,HC01_MOE_VC07,HC02_EST_VC07,HC02_MOE_VC07,HC03_EST_VC07,HC03_MOE_VC07,HC01_EST_VC09,HC01_MOE_VC09,HC02_EST_VC09,HC02_MOE_VC09,HC03_EST_VC09,HC03_MOE_VC09,HC01_EST_VC10,HC01_MOE_VC10,HC02_EST_VC10,HC02_MOE_VC10,HC03_EST_VC10,HC03_MOE_VC10,HC01_EST_VC11,HC01_MOE_VC11,HC02_EST_VC11,HC02_MOE_VC11,HC03_EST_VC11,HC03_MOE_VC11,HC01_EST_VC12,HC01_MOE_VC12,HC02_EST_VC12,HC02_MOE_VC12,HC03_EST_VC12,HC03_MOE_VC12,HC01_EST_VC13,HC01_MOE_VC13,HC02_EST_VC13,HC02_MOE_VC13,HC03_EST_VC13,HC03_MOE_VC13,HC01_EST_VC14,HC01_MOE_VC14,HC02_EST_VC14,HC02_MOE_VC14,HC03_EST_VC14,HC03_MOE_VC14,HC01_EST_VC15,HC01_MOE_VC15,HC02_EST_VC15,HC02_MOE_VC15,HC03_EST_VC15,HC03_MOE_VC15,HC01_EST_VC16,HC01_MOE_VC16,HC02_EST_VC16,HC02_MOE_VC16,HC03_EST_VC16,HC03_MOE_VC16,HC01_EST_VC17,HC01_MOE_VC17,HC02_EST_VC17,HC02_MOE_VC17,HC03_EST_VC17,HC03_MOE_VC17,HC01_EST_VC18,HC01_MOE_VC18,HC02_EST_VC18,HC02_MOE_VC18,HC03_EST_VC18,HC03_MOE_VC18,HC01_EST_VC20,HC01_MOE_VC20,HC02_EST_VC20,HC02_MOE_VC20,HC03_EST_VC20,HC03_MOE_VC20,HC01_EST_VC22,HC01_MOE_VC22,HC02_EST_VC22,HC02_MOE_VC22,HC03_EST_VC22,HC03_MOE_VC22,HC01_EST_VC23,HC01_MOE_VC23,HC02_EST_VC23,HC02_MOE_VC23,HC03_EST_VC23,HC03_MOE_VC23,HC01_EST_VC24,HC01_MOE_VC24,HC02_EST_VC24,HC02_MOE_VC24,HC03_EST_VC24,HC03_MOE_VC24,HC01_EST_VC25,HC01_MOE_VC25,HC02_EST_VC25,HC02_MOE_VC25,HC03_EST_VC25,HC03_MOE_VC25,HC01_EST_VC27,HC01_MOE_VC27,HC02_EST_VC27,HC02_MOE_VC27,HC03_EST_VC27,HC03_MOE_VC27
1400000US36005036600,36005036600,"Census Tract 366, Bronx County, New York",322,28,50,44,272,46,53.7,15.9,40.0,42.2,56.3,17.6,40.4,16.2,60.0,42.2,36.8,16.7,3.4,5.9,0.0,43.5,4.0,7.2,(X),(X),(X),(X),(X),(X),100.0,10.3,100.0,43.5,100.0,12.1,0.0,10.3,0.0,43.5,0.0,12.1,84.2,14.6,60.0,47.8,88.6,11.7,0.0,10.3,0.0,43.5,0.0,12.1,0.0,10.3,0.0,43.5,0.0,12.1,0.0,10.3,0.0,43.5,0.0,12.1,15.8,14.6,40.0,47.8,11.4,11.7,0.0,10.3,0.0,43.5,0.0,12.1,18.9,14.3,40.0,47.8,15.1,11.6,0.0,10.3,0.0,43.5,0.0,12.1,80250,37408,41250,59980,88200,40485,293,39,50,44,243,59,0.0,11.2,0.0,43.5,0.0,13.4,33.4,15.4,20.0,36.2,36.2,16.6,66.6,15.4,80.0,36.2,63.8,16.6,6.2,(X),(X),(X),(X),(X)
1400000US36005036700,36005036700,"Census Tract 367, Bronx County, New York",573,68,308,91,265,69,14.7,6.2,7.1,7.8,23.4,11.7,57.1,11.3,74.4,16.6,37.0,19.2,47.5,13.1,63.6,21.1,28.7,16.1,(X),(X),(X),(X),(X),(X),98.3,2.6,100.0,10.7,96.2,5.4,13.3,8.0,11.4,10.6,15.5,11.6,36.5,12.9,31.2,17.7,42.6,18.1,0.0,5.9,0.0,10.7,0.0,12.4,0.0,5.9,0.0,10.7,0.0,12.4,0.0,5.9,0.0,10.7,0.0,12.4,48.5,14.3,57.5,19.7,38.1,17.3,1.7,2.6,0.0,10.7,3.8,5.4,62.1,12.6,68.8,17.7,54.3,17.4,2.4,3.7,0.0,10.7,5.3,8.0,16016,6133,13494,1686,33203,14220,438,74,239,81,199,65,22.6,14.9,36.8,25.9,5.5,9.6,45.2,17.0,54.8,26.8,33.7,21.3,32.2,13.0,8.4,9.4,60.8,22.1,5.6,(X),(X),(X),(X),(X)
1400000US36005036800,36005036800,"Census Tract 368, Bronx County, New York",549,69,102,68,447,99,24.0,12.2,35.3,35.1,21.5,12.3,41.7,15.8,64.7,35.1,36.5,17.5,9.8,8.0,44.1,33.8,2.0,3.2,(X),(X),(X),(X),(X),(X),86.2,11.7,76.5,31.9,88.4,11.3,4.0,3.2,0.0,28.3,4.9,4.0,77.2,12.7,59.8,34.7,81.2,12.1,0.0,6.2,0.0,28.3,0.0,7.5,1.8,2.8,0.0,28.3,2.2,3.6,0.0,6.2,0.0,28.3,0.0,7.5,3.1,5.5,16.7,25.5,0.0,7.5,13.8,11.7,23.5,31.9,11.6,11.3,18.6,13.2,56.9,32.4,9.8,11.5,4.0,3.2,0.0,28.3,4.9,4.0,59688,6414,20882,55671,60536,7338,352,83,66,57,286,90,5.7,9.0,30.3,42.9,0.0,11.5,42.0,23.6,25.8,35.8,45.8,25.0,52.3,22.8,43.9,41.2,54.2,25.0,5.3,(X),(X),(X),(X),(X)
1400000US36005036901,36005036901,"Census Tract 369.01, Bronx County, New York",731,77,326,78,405,77,22.8,7.1,14.7,11.8,29.4,12.4,40.2,9.1,54.0,17.5,29.1,13.2,49.1,9.9,79.8,13.4,24.4,13.0,(X),(X),(X),(X),(X),(X),92.2,7.3,96.9,4.9,88.4,12.3,17.9,8.5,10.4,8.6,24.0,13.1,29.7,8.5,48.8,18.5,14.3,9.3,0.0,4.7,0.0,10.2,0.0,8.3,0.0,4.7,0.0,10.2,0.0,8.3,0.0,4.7,0.0,10.2,0.0,8.3,44.6,10.7,37.7,18.1,50.1,13.4,7.8,7.3,3.1,4.9,11.6,12.3,72.2,9.0,50.3,18.5,89.9,6.6,2.7,3.4,6.1,7.6,0.0,8.3,17561,7247,10647,2631,48162,22843,447,86,205,69,242,75,26.8,13.9,34.6,25.1,20.2,16.0,34.7,17.6,42.9,25.0,27.7,22.0,38.5,16.2,22.4,23.0,52.1,22.9,1.6,(X),(X),(X),(X),(X)
1400000US36005036902,36005036902,"Census Tract 369.02, Bronx County, New York",740,65,341,110,399,110,23.5,11.6,37.2,20.6,11.8,11.2,47.2,9.7,32.8,15.5,59.4,15.0,35.0,12.4,67.2,19.7,7.5,9.2,(X),(X),(X),(X),(X),(X),96.9,3.6,96.8,5.0,97.0,4.8,5.8,6.7,9.4,13.3,2.8,4.3,48.0,10.5,39.3,21.2,55.4,12.7,1.5,2.3,3.2,5.0,0.0,8.4,0.0,4.6,0.0,9.7,0.0,8.4,0.0,4.6,0.0,9.7,0.0,8.4,41.6,10.6,44.9,20.5,38.8,12.8,3.1,3.6,3.2,5.0,3.0,4.8,53.9,10.8,52.5,20.8,55.1,14.1,3.8,6.0,8.2,13.0,0.0,8.4,32773,7723,9930,12304,44973,11723,514,79,166,88,348,96,28.2,13.6,53.0,28.9,16.4,14.6,33.1,14.8,25.3,24.5,36.8,19.2,38.7,13.6,21.7,23.2,46.8,18.5,2.7,(X),(X),(X),(X),(X)
1400000US36005037000,36005037000,"Census Tract 370, Bronx County, New York",787,51,16,24,771,55,30.9,8.3,0.0,76.9,31.5,8.5,25.7,8.2,100.0,76.9,24.1,8.2,13.5,7.8,0.0,76.9,13.7,7.9,(X),(X),(X),(X),(X),(X),92.8,5.8,100.0,76.9,92.6,5.9,9.4,6.6,0.0,76.9,9.6,6.7,70.6,9.0,0.0,76.9,72.1,8.9,0.0,4.3,0.0,76.9,0.0,4.4,0.0,4.3,0.0,76.9,0.0,4.4,0.0,4.3,0.0,76.9,0.0,4.4,12.7,7.7,100.0,76.9,10.9,7.4,7.2,5.8,0.0,76.9,7.4,5.9,18.2,8.8,100.0,76.9,16.5,8.6,7.1,5.5,0.0,76.9,7.3,5.6,67344,30395,-,**,62452,38389,592,96,16,24,576,97,7.9,8.9,0.0,76.9,8.2,9.2,36.0,11.4,0.0,76.9,37.0,11.7,56.1,12.7,100.0,76.9,54.9,13.0,3.0,(X),(X),(X),(X),(X)
1400000US36005037100,36005037100,"Census Tract 371, Bronx County, New York",1750,84,683,126,1067,128,32.9,4.9,19.3,7.3,41.6,8.2,32.2,6.0,46.0,11.4,23.4,6.8,40.2,6.7,75.1,9.3,17.9,7.2,(X),(X),(X),(X),(X),(X),95.3,3.6,98.4,2.4,93.3,6.0,8.7,3.2,9.1,5.8,8.4,4.5,39.4,5.4,36.5,10.5,41.3,6.5,0.0,2.0,0.0,5.0,0.0,3.2,0.5,0.7,1.2,1.7,0.0,3.2,0.0,2.0,0.0,5.0,0.0,3.2,46.7,6.5,51.7,11.4,43.5,8.2,4.7,3.6,1.6,2.4,6.7,6.0,61.8,4.9,66.3,10.4,59.0,6.4,0.0,2.0,0.0,5.0,0.0,3.2,21964,4963,9570,629,34267,3611,989,125,386,105,603,120,22.8,8.4,45.6,17.7,8.1,7.3,41.9,10.3,46.9,17.5,38.6,12.9,35.4,10.3,7.5,8.9,53.2,13.5,2.6,(X),(X),(X),(X),(X)
1400000US36005037200,36005037200,"Census Tract 372, Bronx County, New York",698,68,167,97,531,97,30.4,12.2,69.5,30.7,18.1,11.1,35.0,10.5,0.0,18.8,46.0,12.4,27.9,13.1,67.7,34.1,15.4,9.7,(X),(X),(X),(X),(X),(X),100.0,4.9,100.0,18.8,100.0,6.4,20.1,11.6,60.5,34.7,7.3,6.5,61.3,11.3,34.1,32.3,69.9,11.8,0.0,4.9,0.0,18.8,0.0,6.4,6.7,6.3,5.4,9.2,7.2,7.9,1.7,2.9,0.0,18.8,2.3,3.8,10.2,6.0,0.0,18.8,13.4,7.6,0.0,4.9,0.0,18.8,0.0,6.4,32.4,11.8,67.7,34.1,21.3,10.4,2.7,3.1,4.8,7.9,2.1,3.2,45000,12034,9617,45031,48594,14307,485,84,104,81,381,89,13.8,12.8,64.4,47.1,0.0,8.8,37.9,16.2,0.0,27.9,48.3,16.5,48.2,17.1,35.6,47.1,51.7,16.5,0.0,(X),(X),(X),(X),(X)
1400000US36005037300,36005037300,"Census Tract 373, Bronx County, New York",1593,101,564,127,1029,129,21.8,7.2,5.3,5.0,30.9,9.6,52.5,7.7,77.3,11.3,39.0,9.3,35.8,6.8,80.1,11.6,11.6,5.9,(X),(X),(X),(X),(X),(X),98.4,1.8,100.0,6.0,97.6,2.8,8.7,4.2,2.5,4.0,12.1,6.0,43.5,6.3,33.5,12.1,49.0,8.8,0.8,1.2,0.0,6.0,1.3,1.9,0.0,2.2,0.0,6.0,0.0,3.3,0.0,2.2,0.0,6.0,0.0,3.3,45.4,7.0,64.0,12.6,35.3,9.1,1.6,1.8,0.0,6.0,2.4,2.8,57.9,6.2,74.3,10.9,48.9,8.3,2.7,2.7,0.0,6.0,4.2,4.2,25477,8477,9189,4319,33764,3520,1175,136,469,128,706,125,30.2,8.5,47.5,14.5,18.7,8.7,36.4,9.6,32.4,15.0,39.1,11.7,33.4,9.2,20.0,13.1,42.2,12.0,2.8,(X),(X),(X),(X),(X)
1400000US36005037400,36005037400,"Census Tract 374, Bronx County, New York",1375,106,371,117,1004,152,31.3,7.5,32.3,16.9,30.9,8.0,31.8,7.8,33.2,16.0,31.3,10.0,31.3,8.1,70.1,17.3,17.0,7.6,(X),(X),(X),(X),(X),(X),97.6,2.3,100.0,9.0,96.7,3.2,18.8,6.6,14.0,10.4,20.6,8.5,48.9,6.7,51.8,16.6,47.8,8.8,0.0,2.5,0.0,9.0,0.0,3.4,1.7,2.2,0.0,9.0,2.3,3.0,0.0,2.5,0.0,9.0,0.0,3.4,28.2,7.6,34.2,18.6,26.0,10.0,2.4,2.3,0.0,9.0,3.3,3.2,43.1,6.1,48.2,16.6,41.1,8.2,4.9,3.9,0.0,9.0,6.7,5.3,28715,10624,9193,757,34085,2754,883,134,297,115,586,136,27.3,11.3,55.9,20.1,12.8,9.9,36.0,12.6,28.3,17.6,39.9,14.8,36.7,11.1,15.8,15.4,47.3,15.0,3.0,(X),(X),(X),(X),(X)
1400000US36005037501,36005037501,"Census Tract 375.01, Bronx County, New York",93,48,55,45,38,21,19.4,19.1,16.4,31.8,23.7,31.7,38.7,34.0,49.1,50.9,23.7,40.8,48.4,26.4,65.5,45.2,23.7,31.7,(X),(X),(X),(X),(X),(X),100.0,30.4,100.0,41.5,100.0,49.9,9.7,15.9,0.0,41.5,23.7,31.7,30.1,28.4,16.4,31.8,50.0,41.6,0.0,30.4,0.0,41.5,0.0,49.9,0.0,30.4,0.0,41.5,0.0,49.9,0.0,30.4,0.0,41.5,0.0,49.9,60.2,29.1,83.6,31.8,26.3,39.7,0.0,30.4,0.0,41.5,0.0,49.9,79.6,25.0,83.6,31.8,73.7,38.8,0.0,30.4,0.0,41.5,0.0,49.9,32917,49275,11382,32734,50250,35298,75,50,46,47,29,16,25.3,35.3,41.3,54.9,0.0,57.1,36.0,33.2,17.4,33.9,65.5,47.7,38.7,37.8,41.3,54.4,34.5,47.7,0.0,(X),(X),(X),(X),(X)
1400000US36005037502,36005037502,"Census Tract 375.02, Bronx County, New York",514,43,212,59,302,67,19.3,6.0,20.3,12.6,18.5,10.1,53.5,11.8,49.1,20.3,56.6,17.8,37.7,10.2,72.2,19.7,13.6,11.3,(X),(X),(X),(X),(X),(X),100.0,6.6,100.0,15.2,100.0,10.9,20.6,11.4,32.1,21.6,12.6,12.1,31.9,15.3,12.3,14.6,45.7,22.3,0.0,6.6,0.0,15.2,0.0,10.9,0.0,6.6,0.0,15.2,0.0,10.9,0.0,6.6,0.0,15.2,0.0,10.9,47.5,16.9,55.7,21.7,41.7,20.8,0.0,6.6,0.0,15.2,0.0,10.9,61.7,11.8,73.1,18.0,53.6,16.3,10.5,10.1,16.5,18.5,6.3,10.2,20938,8357,9009,4046,38426,13058,383,55,159,67,224,68,25.6,14.1,50.3,27.7,8.0,11.0,39.7,18.6,32.7,26.8,44.6,25.6,34.7,15.1,17.0,18.5,47.3,22.7,7.2,(X),(X),(X),(X),(X)
1400000US36005037503,36005037503,"Census Tract 375.03, Bronx County, New York",642,15,368,88,274,85,26.5,7.1,20.1,14.1,35.0,12.5,41.0,13.3,55.2,18.3,21.9,14.3,53.4,12.8,77.2,11.7,21.5,16.9,(X),(X),(X),(X),(X),(X),100.0,5.3,100.0,9.1,100.0,12.0,15.0,7.3,13.6,9.7,16.8,12.5,47.7,10.0,39.7,15.9,58.4,17.6,0.0,5.3,0.0,9.1,0.0,12.0,0.0,5.3,0.0,9.1,0.0,12.0,0.0,5.3,0.0,9.1,0.0,12.0,37.4,11.3,46.7,16.2,24.8,15.9,0.0,5.3,0.0,9.1,0.0,12.0,52.3,10.0,60.3,15.9,41.6,17.6,0.0,5.3,0.0,9.1,0.0,12.0,13818,4278,9870,2553,17679,19392,435,67,281,89,154,69,26.0,12.7,29.2,19.6,20.1,16.8,53.1,13.3,66.9,20.2,27.9,19.8,20.9,11.6,3.9,7.3,51.9,21.9,2.2,(X),(X),(X),(X),(X)
1400000US36005037600,36005037600,"Census Tract 376, Bronx County, New York",658,86,132,77,526,106,26.9,8.7,9.1,16.8,31.4,10.7,60.6,10.7,83.3,19.7,54.9,12.4,21.0,12.9,73.5,32.9,7.8,8.9,(X),(X),(X),(X),(X),(X),100.0,5.2,100.0,23.0,100.0,6.4,20.5,11.5,22.0,33.3,20.2,11.7,62.6,12.5,58.3,35.8,63.7,13.8,0.0,5.2,0.0,23.0,0.0,6.4,0.0,5.2,0.0,23.0,0.0,6.4,0.0,5.2,0.0,23.0,0.0,6.4,16.9,8.9,19.7,22.7,16.2,11.1,0.0,5.2,0.0,23.0,0.0,6.4,23.7,10.5,19.7,22.7,24.7,12.8,13.7,8.9,22.0,33.3,11.6,7.0,49697,13677,7414,19357,55114,7116,539,117,110,68,429,117,3.3,4.2,0.0,26.7,4.2,5.3,47.7,13.8,79.1,35.1,39.6,13.8,49.0,13.7,20.9,35.1,56.2,14.0,0.0,(X),(X),(X),(X),(X)
1400000US36005037700,36005037700,"Census Tract 377, Bronx County, New York",1078,79,311,108,767,129,26.4,6.4,39.9,17.9,21.0,8.4,44.4,9.5,50.8,18.7,41.9,12.8,36.5,9.4,63.0,18.3,25.8,9.3,(X),(X),(X),(X),(X),(X),100.0,3.2,100.0,10.6,100.0,4.5,15.1,7.2,19.6,14.6,13.3,8.6,33.1,9.0,23.8,14.8,36.9,10.9,3.0,3.5,4.8,8.2,2.2,3.8,0.0,3.2,0.0,10.6,0.0,4.5,0.0,3.2,0.0,10.6,0.0,4.5,48.8,10.2,51.8,20.5,47.6,11.9,0.0,3.2,0.0,10.6,0.0,4.5,63.8,8.8,64.0,19.1,63.8,10.5,6.2,5.7,7.4,11.7,5.7,6.9,28333,5846,11411,4385,33729,6345,614,117,189,83,425,130,11.7,10.5,17.5,17.6,9.2,12.8,48.7,12.0,76.7,20.5,36.2,14.5,39.6,11.3,5.8,11.4,54.6,16.4,4.1,(X),(X),(X),(X),(X)
1400000US36005037800,36005037800,"Census Tract 378, Bronx County, New York",1015,70,241,98,774,124,24.7,7.6,32.4,20.2,22.4,7.8,43.2,8.2,60.6,22.7,37.7,11.1,11.7,6.0,22.0,17.3,8.5,6.1,(X),(X),(X),(X),(X),(X),96.7,3.2,100.0,13.5,95.6,4.1,15.1,6.6,18.7,16.3,14.0,7.9,59.5,7.5,64.3,19.8,58.0,10.4,0.0,3.4,0.0,13.5,0.0,4.4,0.6,0.9,0.0,13.5,0.8,1.1,0.0,3.4,0.0,13.5,0.0,4.4,21.5,6.0,17.0,17.7,22.9,7.6,3.3,3.2,0.0,13.5,4.4,4.1,34.2,7.1,26.1,21.7,36.7,9.4,7.8,5.8,17.4,16.1,4.8,6.2,41722,8480,25057,23008,46750,8963,743,90,184,87,559,131,8.9,6.1,19.6,21.9,5.4,5.7,52.0,11.2,68.5,23.3,46.5,13.5,39.2,10.7,12.0,20.3,48.1,14.0,2.2,(X),(X),(X),(X),(X)
1400000US36005037900,36005037900,"Census Tract 379, Bronx County, New York",1670,69,694,149,976,155,19.8,5.0,18.0,8.6,21.1,6.8,55.1,5.9,72.2,11.7,43.0,9.5,48.1,7.6,75.8,9.9,28.4,10.0,(X),(X),(X),(X),(X),(X),98.0,1.7,100.0,4.9,96.5,3.0,5.5,3.4,4.3,4.4,6.4,5.1,50.1,6.1,45.0,8.8,53.7,11.2,0.7,1.2,0.0,4.9,1.2,2.1,0.0,2.1,0.0,4.9,0.0,3.5,0.0,2.1,0.0,4.9,0.0,3.5,41.7,7.6,50.7,10.1,35.2,12.6,2.0,1.7,0.0,4.9,3.5,3.0,51.4,6.4,59.5,9.9,45.6,11.3,0.0,2.1,0.0,4.9,0.0,3.5,20385,6185,11661,1545,31821,3473,1178,115,559,136,619,131,21.3,8.3,24.7,12.5,18.3,11.7,50.8,9.3,57.6,14.1,44.7,12.4,27.8,7.8,17.7,8.8,37.0,12.9,8.7,(X),(X),(X),(X),(X)
1400000US36005038000,36005038000,"Census Tract 380, Bronx County, New York",1512,100,356,113,1156,122,33.7,6.9,23.3,14.0,36.9,8.0,33.5,7.0,54.8,16.9,26.9,7.1,24.0,7.0,59.8,18.7,13.0,7.0,(X),(X),(X),(X),(X),(X),97.8,2.7,93.5,9.7,99.0,1.6,5.2,4.0,5.9,7.2,4.9,4.6,82.2,6.1,69.1,16.3,86.2,6.4,0.0,2.3,0.0,9.4,0.0,3.0,2.3,2.6,0.0,9.4,3.0,3.4,0.0,2.3,0.0,9.4,0.0,3.0,8.1,4.0,18.5,14.1,4.8,2.9,2.2,2.7,6.5,9.7,1.0,1.6,10.7,4.5,26.1,13.8,6.0,3.4,5.2,4.0,5.9,7.2,4.9,4.6,36495,4870,10638,6005,41682,4007,835,148,219,100,616,123,14.9,8.7,35.2,20.8,7.6,7.6,47.5,11.6,58.9,20.6,43.5,14.1,37.6,10.3,5.9,8.9,48.9,12.8,5.2,(X),(X),(X),(X),(X)
1400000US36005038100,36005038100,"Census Tract 381, Bronx County, New York",2001,96,738,138,1263,148,19.9,6.0,21.1,9.6,19.2,8.1,45.5,7.0,60.0,11.2,37.1,8.9,36.7,6.5,68.7,10.8,18.0,7.2,(X),(X),(X),(X),(X),(X),97.0,2.6,96.2,5.2,97.5,2.8,12.4,4.9,10.2,5.6,13.8,6.7,22.7,5.2,13.6,7.3,28.0,7.5,0.7,1.1,1.9,2.9,0.0,2.7,1.1,1.5,0.0,4.6,1.8,2.4,0.0,1.7,0.0,4.6,0.0,2.7,60.0,7.6,70.6,10.6,53.8,9.2,3.0,2.6,3.8,5.2,2.5,2.8,74.0,5.4,83.6,7.8,68.4,7.5,0.9,1.0,0.0,4.6,1.4,1.6,25942,7449,13182,4962,38966,6125,1290,168,512,117,778,154,10.3,4.6,18.4,9.8,5.0,4.3,45.0,8.8,55.1,14.0,38.3,11.6,44.7,8.8,26.6,12.9,56.7,12.0,3.0,(X),(X),(X),(X),(X)
1400000US36005038200,36005038200,"Census Tract 382, Bronx County, New York",859,63,103,62,756,90,35.6,10.3,25.2,21.5,37.0,11.3,42.6,10.5,64.1,26.9,39.7,11.4,17.5,8.8,54.4,26.4,12.4,8.5,(X),(X),(X),(X),(X),(X),100.0,4.0,100.0,28.1,100.0,4.5,9.2,6.0,26.2,24.3,6.9,5.9,81.7,8.1,53.4,31.8,85.6,8.3,0.0,4.0,0.0,28.1,0.0,4.5,0.0,4.0,0.0,28.1,0.0,4.5,0.0,4.0,0.0,28.1,0.0,4.5,9.1,6.6,20.4,31.1,7.5,6.2,0.0,4.0,0.0,28.1,0.0,4.5,12.2,6.3,46.6,31.8,7.5,6.2,6.1,5.2,0.0,28.1,6.9,5.9,50853,8602,12583,7571,52786,7843,579,96,76,55,503,96,16.1,8.7,44.7,35.4,11.7,9.3,40.8,14.4,55.3,35.4,38.6,15.2,43.2,15.2,0.0,34.9,49.7,16.1,2.3,(X),(X),(X),(X),(X)
1400000US36005038300,36005038300,"Census Tract 383, Bronx County, New York",3370,135,1251,221,2119,239,18.5,3.9,16.9,8.4,19.4,5.9,53.5,6.1,58.1,11.2,50.7,8.6,40.8,6.4,74.8,9.1,20.8,6.6,(X),(X),(X),(X),(X),(X),98.9,1.3,100.0,2.8,98.3,2.0,9.1,3.3,10.2,5.9,8.5,4.0,40.6,5.7,33.6,9.3,44.8,7.7,2.5,3.1,1.0,1.5,3.4,4.8,0.0,1.0,0.0,2.8,0.0,1.6,0.4,0.5,1.0,1.4,0.0,1.6,46.3,5.8,54.3,10.2,41.6,8.1,1.1,1.3,0.0,2.8,1.7,2.0,57.8,5.3,66.3,10.8,52.8,6.7,1.7,2.0,4.6,5.2,0.0,1.6,22649,4570,9829,1531,36362,7787,2432,205,920,188,1512,230,20.4,6.8,42.6,13.3,6.9,3.7,42.7,8.8,40.5,14.5,44.0,10.1,36.8,7.1,16.8,9.2,49.0,10.0,2.0,(X),(X),(X),(X),(X)
1400000US36005038500,36005038500,"Census Tract 385, Bronx County, New York",1318,96,534,135,784,108,21.0,6.6,17.6,13.0,23.3,11.1,47.0,9.8,58.4,17.0,39.3,12.9,44.5,8.8,83.0,12.0,18.2,8.7,(X),(X),(X),(X),(X),(X),99.2,1.3,100.0,6.3,98.6,2.1,18.1,6.4,24.5,11.6,13.8,8.5,24.5,6.7,24.7,11.1,24.4,9.8,0.0,2.6,0.0,6.3,0.0,4.4,0.8,1.2,0.0,6.3,1.3,1.9,0.0,2.6,0.0,6.3,0.0,4.4,55.8,8.6,50.7,12.9,59.2,11.2,0.8,1.3,0.0,6.3,1.4,2.1,70.7,7.7,69.3,12.9,71.7,10.1,5.7,3.8,8.4,6.7,3.8,4.4,21979,6310,8726,1238,43816,13641,869,132,341,120,528,104,12.9,6.9,17.9,14.1,9.7,6.6,54.1,10.6,73.6,16.1,41.5,14.3,33.0,9.3,8.5,9.8,48.9,13.3,1.6,(X),(X),(X),(X),(X)
1400000US36005038600,36005038600,"Census Tract 386, Bronx County, New York",2467,132,345,131,2122,159,29.3,5.9,12.5,10.4,32.0,6.3,46.9,7.2,69.0,16.8,43.3,7.8,14.2,5.6,37.1,22.9,10.5,5.4,(X),(X),(X),(X),(X),(X),99.4,1.0,100.0,9.6,99.3,1.1,6.0,4.2,10.4,11.7,5.3,4.6,83.0,5.4,59.1,19.9,86.9,5.1,0.6,0.9,0.0,9.6,0.7,1.1,0.0,1.4,0.0,9.6,0.0,1.6,0.0,1.4,0.0,9.6,0.0,1.6,9.8,4.1,30.4,18.5,6.4,3.9,0.6,1.0,0.0,9.6,0.7,1.1,18.2,5.3,35.1,19.0,15.4,5.0,0.8,1.2,5.8,8.6,0.0,1.6,42162,4906,25417,16390,43721,6174,1773,208,256,120,1517,199,8.4,6.5,17.2,27.5,6.9,6.0,35.5,8.8,30.1,18.4,36.5,10.0,56.1,8.8,52.7,31.5,56.6,9.8,4.5,(X),(X),(X),(X),(X)
1400000US36005038700,36005038700,"Census Tract 387, Bronx County, New York",1202,87,393,118,809,130,20.2,7.6,16.5,10.9,22.0,9.6,44.0,9.3,58.5,17.7,37.0,10.6,40.2,9.9,70.0,16.2,25.7,9.0,(X),(X),(X),(X),(X),(X),96.9,3.9,100.0,8.5,95.4,5.6,30.0,7.4,14.8,8.5,37.3,10.4,20.5,7.7,15.8,12.1,22.9,9.3,0.0,2.9,0.0,8.5,0.0,4.2,0.7,1.3,2.3,3.9,0.0,4.2,0.0,2.9,0.0,8.5,0.0,4.2,45.7,8.8,67.2,13.7,35.2,11.7,3.1,3.9,0.0,8.5,4.6,5.6,58.7,8.8,81.4,11.1,47.6,11.5,20.5,6.5,5.6,6.1,27.8,9.0,25929,8155,16012,9123,30927,3511,660,115,264,98,396,123,5.8,5.2,9.5,10.6,3.3,5.0,55.5,13.5,50.8,21.9,58.6,17.0,38.8,13.2,39.8,21.0,38.1,17.2,4.2,(X),(X),(X),(X),(X)
1400000US36005038800,36005038800,"Census Tract 388, Bronx County, New York",856,52,140,81,716,92,33.6,9.2,33.6,26.1,33.7,9.9,40.5,10.6,77.9,24.0,33.2,9.8,8.8,7.0,8.6,15.2,8.8,8.0,(X),(X),(X),(X),(X),(X),100.0,4.0,100.0,21.9,100.0,4.8,3.3,3.8,13.6,19.3,1.3,1.9,89.1,8.5,65.7,32.1,93.7,6.3,3.2,4.4,0.0,21.9,3.8,5.2,0.0,4.0,0.0,21.9,0.0,4.8,0.0,4.0,0.0,21.9,0.0,4.8,4.4,5.4,20.7,26.7,1.3,2.1,0.0,4.0,0.0,21.9,0.0,4.8,11.1,7.1,42.9,29.8,4.9,3.9,0.0,4.0,0.0,21.9,0.0,4.8,40776,10457,38289,14364,45481,17587,587,90,140,81,447,95,9.9,6.8,8.6,15.2,10.3,8.2,35.8,10.3,20.7,26.7,40.5,12.7,54.3,11.0,70.7,27.7,49.2,12.7,9.3,(X),(X),(X),(X),(X)
