Store_Name,Longitude,Latitude,Address,Address Line #2,City,State,Zip5,Zip4,County,
"Unity African Market",-73.912643,40.84481,"60 E 174th St","","Bronx","NY","10452","5809","BRONX" 
"DOLLAR GENERAL 6469",-75.293465,43.120071,"131 Oriskany Blvd","Ste 7","Whitesboro","NY","13492","1319","ONEIDA" 
"Dollar General 8623",-74.555206,42.91737,"48 Dutch Town Plz","","Palatine Bridge","NY","13428","9800","MONTGOMERY" 
"DOLLAR GENERAL 9357",-74.197861,42.943745,"140 Guy Park Ave","","Amsterdam","NY","12010","3206","MONTGOMERY" 
"DOLLAR GENERAL 9086",-75.708687,44.146942,"2 S Main St","","Philadelphia","NY","13673","9998","JEFFERSON" 
"DOLLAR GENERAL 9559",-74.877052,44.927387,"2 Malby Ave","","Massena","NY","13662","2323","ST LAWRENCE" 
"Dollar General 9582",-75.145363,44.598305,"5933 Route 11","","Canton","NY","13617","","ST LAWRENCE" 
"DOLLAR GENERAL 6066",-74.899666,44.943104,"232 N Main St","","Massena","NY","13662","1122","ST LAWRENCE" 
"DOLLAR GENERAL 9782",-75.836617,44.047344,"26221 US Route 11","","Evans Mills","NY","13637","3224","JEFFERSON" 
"DOLLAR GENERAL 9763",-75.747803,43.333759,"35 Main St","","Camden","NY","13316","1301","ONEIDA" 
"DOLLAR GENERAL 9112",-75.538948,43.079235,"4464 Peterboro St","","Vernon","NY","13476","","ONEIDA" 
"DOLLAR GENERAL 9723",-75.659607,43.103058,"431 N Main St","Oneida Shopping Center","Oneida","NY","13421","","MADISON" 
"DOLLAR GENERAL 8656",-75.752228,43.071041,"423 South Peterboro St","","Canastota","NY","13032","1431","MADISON" 
"Dollar General 8840",-75.97422,43.154919,"7999 State Route 31","","Bridgeport","NY","13030","8415","ONONDAGA" 
"DOLLAR GENERAL 6029",-76.012077,43.251839,"1573 State Route 49","","Constantia","NY","13044","2601","OSWEGO" 
"DOLLAR GENERAL 8104",-78.429893,42.085381,"502 N Union St","","Olean","NY","14760","","CATTARAUGUS" 
"DOLLAR GENERAL 6125",-76.814964,43.219341,"6010 New Hartford St","","Wolcott","NY","14590","1143","WAYNE" 
"DOLLAR GENERAL 6365",-76.186478,42.612812,"186 Homer Ave","Homer Ave Plaza","Cortland","NY","13045","1029","CORTLAND" 
"DOLLAR GENERAL 8333",-78.664703,43.153141,"1201 Lincoln Ave","Lincoln Square Plaza","Lockport","NY","14094","6209","NIAGARA" 
"STOP & SHOP SUPER CENTER 539",-73.862389,40.702713,"8889 Union Tpke","","Glendale","NY","11385","","QUEENS" 
"DOLLAR GENERAL 9742",-77.741531,43.030933,"3892 Scottsville Rd","Scottsville Plaza","Scottsville","NY","14546","1151","MONROE" 
"DOLLAR GENERAL 6714",-75.728035,43.205456,"1804 Main St","","Sylvan Beach","NY","13157","5781","ONEIDA" 
"DOLLAR GENERAL 6175",-78.338135,42.028236,"169 S Main St","","Portville","NY","14770","","CATTARAUGUS" 
"DOLLAR GENERAL 9394",-79.491257,42.234936,"199 W Lake Rd","","Mayville","NY","14757","9693","CHAUTAUQUA" 
"DOLLAR GENERAL 6270",-73.970535,42.834026,"154 Sacandaga Rd","Scotia Village Plaza","Scotia","NY","12302","1537","SCHENECTADY" 
"Dollar General 6160",-77.875832,42.833202,"3681 Retsof Rd","","Retsof","NY","14539","9800","LIVINGSTON" 
"DOLLAR GENERAL 9531",-74.39595,41.716427,"114 S Main St","","Ellenville","NY","12428","2116","ULSTER" 
"DOLLAR GENERAL 6514",-73.985558,42.077641,"3139 Rte 9 West","","Saugerties","NY","12477","","ULSTER" 
"DOLLAR GENERAL 8749",-73.965271,42.797848,"2009 Broadway","Ste 3","Schenectady","NY","12306","4123","SCHENECTADY" 
"DOLLAR GENERAL 6351",-74.012695,41.06411,"118 N Middletown Rd","","Pearl River","NY","10965","2017","ROCKLAND" 
"Dollar General 6079",-79.552917,42.336437,"7612 E Route 20","","Westfield","NY","14787","9663","CHAUTAUQUA" 
"DOLLAR GENERAL 6375",-76.022095,43.823956,"10757 US Route 11","","Adams","NY","13605","2113","JEFFERSON" 
"DOLLAR GENERAL 6724",-78.97245,42.162853,"61 Main St","","Randolph","NY","14772","1124","CATTARAUGUS" 
"DOLLAR GENERAL 6872",-73.81971,43.245667,"417 Palmer Ave","","Corinth","NY","12822","1217","SARATOGA" 
"DOLLAR GENERAL 6383",-78.646492,42.249863,"5785 US Rte 219","","Great Valley","NY","14741","","CATTARAUGUS" 
"DOLLAR GENERAL 6217",-77.699165,42.56031,"27 Ossian St","","Dansville","NY","14437","1023","LIVINGSTON" 
"DOLLAR GENERAL 9951",-75.889099,42.104206,"357 Court St","","Binghamton","NY","13904","1536","BROOME" 
"DOLLAR GENERAL 6849",-79.254189,42.094185,"601 W 3rd St","","Jamestown","NY","14701","4704","CHAUTAUQUA" 
"DOLLAR GENERAL 6404",-76.121635,42.795292,"495 SR 281","","Tully","NY","13159","","ONONDAGA" 
"Dollar General 6295",-74.713463,41.781487,"1860 State Route 52","","Liberty","NY","12754","8307","SULLIVAN" 
"DOLLAR GENERAL 6540",-73.826866,42.349358,"11776 Rte 9 West","","West Coxsackie","NY","12051","","GREENE" 
"DOLLAR GENERAL 6456",-77.880226,42.736069,"116 N Main St","","Mount Morris","NY","14510","1517","LIVINGSTON" 
"DOLLAR GENERAL 11284",-78.275528,42.236019,"5240 Route 305","","Cuba","NY","14727","9208","ALLEGANY" 
"DOLLAR GENERAL 9576",-76.286652,43.12133,"7252 State Fair Blvd","","Syracuse","NY","13209","1867","ONONDAGA" 
"386 Fulton Fish Corp",-73.619728,40.709408,"386B Fulton Ave","","Hempstead","NY","11550","","NASSAU" 
"Sammy Deli Grocery",-73.963753,40.797897,"901 Columbus Ave","","New York","NY","10025","4041","NEW YORK" 
"Rite Aid 4716",-76.508041,42.43325,"615 S Meadow St","","Ithaca","NY","14850","5358","TOMPKINS" 
"Rite Aid 623",-77.665009,43.204956,"1436 Ridge Rd W","","Rochester","NY","14615","2411","MONROE" 
"Rite Aid 4967",-76.813995,43.207954,"5651 Whiskey Hill Rd","","Wolcott","NY","14590","9379","WAYNE" 
"J. A. S. Grocery",-73.866745,40.831734,"1792 Westchester Ave","","Bronx","NY","10472","3020","BRONX" 
"Aguilar Deli & Grocery Corp",-73.894089,40.929108,"39 Park Hill Ave","","Yonkers","NY","10701","","WESTCHESTER" 
"CLINTON DELI & GROCERY",-73.764053,42.662434,"413 Clinton Ave","","Albany","NY","12206","3102","ALBANY" 
"MARTIN'S COUNTRY STORE",-74.560371,44.824154,"691 County Route 6","","Moira","NY","12957","2207","FRANKLIN" 
"Biponon Corp/Haat Bazaar",-73.892609,40.748447,"3711 73rd St","","Jackson Heights","NY","11372","6248","QUEENS" 
"NICE N EASY",-75.391685,43.891373,"9741 State Route 812","","Croghan","NY","13327","","LEWIS" 
"HARRISVILLE CONVENIENCE LLC",-75.31234,44.163311,"ROUTE 812 & 3","","HARRISVILLE","NY","13648","","LEWIS" 
"G. H. Food Inc",-73.952339,40.726654,"750A Manhattan Ave","","Brooklyn","NY","11222","2910","KINGS" 
"F & F New Rochelle Food Corp/C-Town",-73.782837,40.908028,"538 Main St","","New Rochelle","NY","10801","7215","WESTCHESTER" 
"Eko African Store",-73.862183,40.88446,"3832 White Plains Rd","","Bronx","NY","10467","5320","BRONX" 
"Tribuzio Meat Market Inc",-73.997536,40.611923,"7714 18th Ave","","Brooklyn","NY","11214","1110","KINGS" 
"KEESEVILLE MOBIL",-73.480293,44.504356,"1736 Front St","","Keeseville","NY","12944","3618","CLINTON" 
"Jin Sun Produce Corp",-73.904488,40.879303,"5590 Broadway","","Bronx","NY","10463","5519","BRONX" 
"J & J Hooper Food Corp",-73.95211,40.710033,"396 Hooper St","","Brooklyn","NY","11211","5803","KINGS" 
"Benz's Food Products Inc",-73.939537,40.668545,"332 Albany Ave","","Brooklyn","NY","11213","4429","KINGS" 
"JLT 156 Food Corp/Bravo Supermarket",-73.924767,40.841396,"156 W 170th St","","Bronx","NY","10452","2557","BRONX" 
"Nube De Jesus Grocery # 2",-73.916595,40.749107,"3902 47th Ave","","Sunnyside","NY","11104","4408","QUEENS" 
"Phil's Meat & Grocery Inc",-73.835907,40.90844,"118 S 4th Ave","","Mount Vernon","NY","10550","3107","WESTCHESTER" 
"Walmart 5240",-76.507919,42.42939,"744 S Meadow St","","Ithaca","NY","14850","5390","TOMPKINS" 
"Walmart 3420",-73.600822,40.745605,"1220 Old Country Rd","","Westbury","NY","11590","5624","NASSAU" 
"MK HANDI STOP/MANJU ENTERPRISES CORP",-74.441483,41.426498,"295 Wawayanda Ave","","Middletown","NY","10940","6830","ORANGE" 
"840 St Nicholas Food Corp",-73.942154,40.828747,"840 Saint Nicholas Ave","","New York","NY","10031","1123","NEW YORK" 
"JANDY CLOTHINGS & ACCESSORIES",-76.17321,43.037766,"1017 S Geddes St","","Syracuse","NY","13204","3827","ONONDAGA" 
"Tefanny Deli & Grocery",-73.958366,40.696426,"83 Franklin Ave","","Brooklyn","NY","11205","2708","KINGS" 
"Young's West Indian Fruits & Vegetables Market",-73.775497,40.673092,"13410 Guy r Brewer Blvd","","Jamaica","NY","11434","3728","QUEENS" 
"HUNG KEE FOOD MARKET INC",-73.999069,40.717289,"214 Canal St","","New York","NY","10013","4121","NEW YORK" 
"Island Grocery of S.I. Inc",-74.129807,40.612492,"1980 Victory Blvd","","Staten Island","NY","10314","3554","RICHMOND" 
"CROWN POINT CITGO",-73.430923,43.951153,"2777 Main St","","Crown Point","NY","12928","2607","ESSEX" 
"TOPS 369",-76.12043,43.073547,"181 Shop City Plz","","Syracuse","NY","13206","1943","ONONDAGA" 
"TOPS 362",-76.108696,43.021305,"620 Nottingham Rd","","Syracuse","NY","13224","2234","ONONDAGA" 
"ROYAL SUPERMARKET",-73.982048,40.662312,"1419 8th Ave","","BROOKLYN","NY","11215","","KINGS" 
"La Esperanza Deli Inc",-73.620819,40.716839,"363 Clinton St","","Hempstead","NY","11550","1731","NASSAU" 
"Nasser Candy & Luncheonette",-73.979782,40.645031,"369 McDonald Ave","","Brooklyn","NY","11218","2211","KINGS" 
"Salahi Deli And Grocery",-73.966301,40.640347,"1224 Cortelyou Rd","","Brooklyn","NY","11218","5404","KINGS" 
"STAFFORD CONVENIENCE STORE",-76.11216,43.061737,"372 Stafford Ave","","Syracuse","NY","13206","3313","ONONDAGA" 
"K & K 8 Ave Inc",-73.99852,40.648067,"735 39th St","","Brooklyn","NY","11232","3209","KINGS" 
"ALI BABA'S INDIAN SPICES",-73.817436,42.702614,"10 Fuller Rd","","Albany","NY","12205","5104","ALBANY" 
"STEWARTS SHOP 186",-73.734726,42.677704,"20 Broadway","","Menands","NY","12204","2724","ALBANY" 
"M & S Food Corp",-73.939598,40.821175,"2482 Adam Clayton Powell Jr Blvd","","New York","NY","10030","1332","NEW YORK" 
"Ginseng Wild Trading Inc",-73.829315,40.757797,"4114A Main St","","Flushing","NY","11355","3133","QUEENS" 
"SJC Deli Food Corp",-73.880463,40.759872,"8821 31st Ave","","East Elmhurst","NY","11369","1437","QUEENS" 
"SHAM CANDY & GROCERY",-73.767212,42.660233,"123 Central Ave","","Albany","NY","12206","2902","ALBANY" 
"E 240 Halal Live Poultry Corp",-73.851082,40.901855,"711 E 240th St","","Bronx","NY","10470","1621","BRONX" 
"Friendly Mini Mart Inc",-77.598404,43.142006,"809 Clinton Ave S","","Rochester","NY","14620","1403","MONROE" 
"Marien Grocery Corp.",-73.896385,40.678684,"99 Jamaica Ave","","Brooklyn","NY","11207","2015","KINGS" 
"544 Throop Avenue Food Market Inc",-73.941399,40.685013,"544 Throop Ave","","Brooklyn","NY","11221","","KINGS" 
"GARDEN MINI DELI, INC",-73.923248,41.711658,"163 Garden St","","Poughkeepsie","NY","12601","1933","DUTCHESS" 
"Gutierrez Mini Market",-73.884514,40.680038,"2983 Fulton St","","Brooklyn","NY","11208","1123","KINGS" 
"Juncalito Meat & Produce Inc",-73.937904,40.8009,"2212 3rd Ave","","New York","NY","10035","3530","NEW YORK" 
"CITGO JOLLY ROGER",-78.93998,43.071106,"2065 River Rd","","Niagara Falls","NY","14304","3714","NIAGARA" 
"ASKERS FOOD MARKET # 2",-77.639435,43.176201,"620 Dewey Ave","","Rochester","NY","14613","2343","MONROE" 
"Steve Mexican Grocery Inc",-73.915665,40.705524,"423 Stanhope St","","Brooklyn","NY","11237","4440","KINGS" 
"COUNTRY CONVENIENCE",-75.250404,42.871613,"373 NYS Route 8","","BRIDGEWATER","NY","13313","","ONEIDA" 
"La Placita Market Corp",-73.917854,41.290794,"1049 Park St","","Peekskill","NY","10566","3803","WESTCHESTER" 
"Tepeojuma Deli Grocery",-73.919044,40.704227,"123B Wyckoff Ave","","Brooklyn","NY","11237","3903","KINGS" 
"S&J&I CORP",-78.817825,42.861515,"1770 Seneca St","","Buffalo","NY","14210","1829","ERIE" 
"Super H Mart Inc",-73.655815,40.7537,"400 Hillside Ave","","Williston Park","NY","11596","2109","NASSAU" 
"DERBY DELI INC",-78.985199,42.698933,"6901 Erie Rd","","Derby","NY","14047","9108","ERIE" 
"M & N Deli Grocery Inc",-73.846176,40.689018,"96-27 Atlantic Ave","","Woodhaven","NY","11421","","QUEENS" 
"New Amin Grocery & Halal Meat Inc",-73.830833,40.684887,"11107 Liberty Ave","","Richmond Hill","NY","11419","1847","QUEENS" 
"D & A 724 Food Corp",-73.886246,40.815022,"724 Hunts Point Ave","","Bronx","NY","10474","5921","BRONX" 
"RISE & SHINE",-76.496208,43.459522,"126 E Oneida St","","Oswego","NY","13126","2375","OSWEGO" 
"DOLLAR GENERAL 5729",-78.038963,43.226234,"16684 State Route 31","","Holley","NY","14470","9074","ORLEANS" 
"DOLLAR GENERAL 5736",-73.963776,41.616474,"2 Riverview Dr","Ste 4","Marlboro","NY","12542","5324","ULSTER" 
"DOLLAR GENERAL 6955",-78.676811,43.217972,"4015 Lake Ave","","Lockport","NY","14094","1115","NIAGARA" 
"DOLLAR GENERAL 6977",-79.043411,42.646008,"8790 Erie Rd","","Angola","NY","14006","9620","ERIE" 
"DOLLAR GENERAL 6795",-77.101891,42.169655,"82 Victory Hwy","","Painted Post","NY","14870","1007","STEUBEN" 
"Haim's International Health Food Market Inc",-73.820839,40.721344,"14104 77th Rd","","Flushing","NY","11367","3421","QUEENS" 
"Chatzi Chinam Inc",-73.900642,40.700474,"58-22 Myrtle Ave","","Ridgewood","NY","11385","5021","QUEENS" 
"Forever Grocery Inc",-73.628555,40.711418,"157 N Franklin St","","Hempstead","NY","11550","1314","NASSAU" 
"Yijung Market LLC",-73.949738,40.645138,"2919 Beverley Rd","","Brooklyn","NY","11226","5509","KINGS" 
"DOLLAR GENERAL 9428",-75.46048,43.255005,"8220 Turin Rd","","Rome","NY","13440","1914","ONEIDA" 
"DOLLAR GENERAL 8537",-76.137955,43.232697,"5501 Bartel Rd","","Brewerton","NY","13029","8701","ONONDAGA" 
"DOLLAR GENERAL 8960",-78.834984,42.93898,"230 Holden St","","Buffalo","NY","14214","2234","ERIE" 
"Guanina Deli Store",-73.935028,40.800869,"2383 2 Ave","","New York","NY","10035","","NEW YORK" 
"HP of Holbrook Inc",-73.076355,40.794693,"1202 Grundy Ave","","Holbrook","NY","11741","2634","SUFFOLK" 
"RIDGEWOOD FOOD MARKET",-75.267052,43.074459,"2514 Oneida St","","Utica","NY","13501","6309","ONEIDA" 
"Mickey & Elvis College Deli Corp",-73.883965,40.854069,"717 E 187th St","","Bronx","NY","10458","6803","BRONX" 
"New Harlem Halal Meat",-73.955498,40.804192,"2142 Frederick Douglass Blvd","","New York","NY","10026","2306","NEW YORK" 
"Metro Deli of Northside Corp",-73.955322,40.7141,"78 Havemeyer St","","Brooklyn","NY","11211","","KINGS" 
"VC Deli Grocery",-73.89048,40.848877,"640 E 180th St","","Bronx","NY","10457","3462","BRONX" 
"THE MUSTARD SEED NATURAL FOOD MARKET",-76.507782,43.459023,"18 E Cayuga St","Ste 8","Oswego","NY","13126","2128","OSWEGO" 
"DOLLAR GENERAL 5701",-78.683334,42.901356,"5150 Broadway","","Depew","NY","14043","4021","ERIE" 
"DOLLAR GENERAL 6717",-78.962692,43.091862,"8735 Niagara Falls Blvd","","Niagara Falls","NY","14304","1947","NIAGARA" 
"DOLLAR GENERAL 6959",-77.671028,42.821869,"7 Main St","","Livonia","NY","14487","9100","LIVINGSTON" 
"Tejeda Deli Grocery",-73.795914,40.909176,"255 Union Ave","","New Rochelle","NY","10801","5935","WESTCHESTER" 
"Tropical  Dairy Farm Corp",-73.881332,40.882545,"3494 Jerome Ave","","Bronx","NY","10467","1002","BRONX" 
"Los 3 Hermanos Panaderia Y Productos Mexicanos Cor",-73.879585,40.875668,"3197 Bainbridge Ave","","Bronx","NY","10467","3907","BRONX" 
"DESANTIS MEAT MARKET & DELI INC",-75.185036,43.259319,"8196 State Route 12","","Barneveld","NY","13304","2311","ONEIDA" 
"Petel Yengue Meat Corp",-73.911774,40.848431,"1770 Jerome Ave","","Bronx","NY","10453","5708","BRONX" 
"New Al-Habib Inc",-73.715424,40.735783,"25202 Hillside Ave","","Bellerose","NY","11426","2151","QUEENS" 
"El Puerto Seafood Corp",-73.95665,40.81385,"511 W 125 St","","New York","NY","10027","3415","NEW YORK" 
"Sosa Deli Grocery Inc",-73.88784,40.932663,"202 Elm St","","Yonkers","NY","10701","8965","WESTCHESTER" 
"1296 Rivera Grocery Inc",-73.917587,40.837379,"1296 Walton Ave","","Bronx","NY","10452","7604","BRONX" 
"FRANKLIN STREET DAIRY & MARKET",-75.907379,43.972565,"261 Franklin St","","Watertown","NY","13601","3337","JEFFERSON" 
"SHOP RITE OF GARNERVILLE INC 292",-74.00708,41.199799,"56 W Ramapo Rd","","Garnerville","NY","10923","2011","ROCKLAND" 
"Imperial Meat Inc",-73.96682,40.576496,"205 Brighton Beach Ave","","Brooklyn","NY","11235","7406","KINGS" 
"CVS PHARMACY INC 7881",-73.855225,40.711178,"9715 Metropolitan Ave","","Forest Hills","NY","11375","6601","QUEENS" 
"Paul Supermarket Inc",-73.931015,40.692265,"1023 Lafayette Ave","","Brooklyn","NY","11221","","KINGS" 
"BG SINGH CITGO MART",-79.056168,43.094967,"700 Main St","","Niagara Falls","NY","14301","1704","NIAGARA" 
"DOLLAR GENERAL 6915",-76.845985,42.349888,"142 N Catherine St","","Montour Falls","NY","14865","9664","SCHUYLER" 
"DOLLAR GENERAL 6948",-77.058701,42.653576,"252 Lake Street Plz","","Penn Yan","NY","14527","1811","YATES" 
"Iavarone Bros of Wantagh LLC",-73.507607,40.694481,"1166 Wantagh Ave","","Wantagh","NY","11793","2110","NASSAU" 
"W.I.N. Inc DBA May Wah Vegetarian Market",-73.998772,40.718517,"213 Hester St","","New York","NY","10013","3615","NEW YORK" 
"Jasmin Grocery Store",-73.956322,40.694576,"679 Myrtle Ave","Ste A","Brooklyn","NY","11205","3949","KINGS" 
"Bay Side Mini Mart Inc",-73.935112,40.584133,"3119 Emmons Ave","","Brooklyn","NY","11235","1724","KINGS" 
"LUCKY # 1 STORE",-78.887497,42.915283,"405 Hampshire St","Ste A","Buffalo","NY","14213","1900","ERIE" 
"AB Supermarkets Inc",-73.635559,40.725029,"153 7th St","","Garden City","NY","11530","5770","NASSAU" 
"MOTIS SUPERMARKET INC",-74.069145,41.109303,"19 Main St","","Monsey","NY","10952","3707","ROCKLAND" 
"OMEGA DELI COMPANY",-78.765892,42.839603,"455 CENTER ROAD","","WEST SENECA","NY","14224","","ERIE" 
"719 Brothers Famous Deli Corp",-73.989517,40.762749,"719 9 Ave","","New York","NY","10019","","NEW YORK" 
"New Cindy Mini Market Corp",-73.786118,41.029625,"240 Battle Ave","","White Plains","NY","10606","2148","WESTCHESTER" 
"A-1 HALAL MEAT AND GROCERIES",-75.920937,42.099434,"59 MAIN STREET","","BINGHAMTON","NY","13905","","BROOME" 
"Northville Farms DF",-72.616684,40.971107,"5333 Sound Ave","","Riverhead","NY","11901","5639","SUFFOLK" 
"WALGREEN 06982",-73.962761,40.607002,"946 Kings Hwy","Ste 1","Brooklyn","NY","11223","2350","KINGS" 
"Chang Fa Food Market Inc",-73.957123,40.598686,"1418 Avenue U","","Brooklyn","NY","11229","3320","KINGS" 
"99 Cents Paradise Inc",-73.9011,40.74588,"6311 Roosevelt Ave","","Woodside","NY","11377","3641","QUEENS" 
"La Quebradita Grocery Corp",-74.087494,40.638542,"405 Jersey St","","Staten Island","NY","10301","2227","RICHMOND" 
"FASTRAC MARKETS # 246",-75.249908,43.087273,"1672 Oneida St","","Utica","NY","13501","4727","ONEIDA" 
"1610 Nostrand Food Corp",-73.949165,40.646755,"1610 Nostrand Ave","","Brooklyn","NY","11226","5516","KINGS" 
"Toledo Grocery Store Inc",-73.889137,40.813808,"670 Barretto St","","Bronx","NY","10474","","BRONX" 
"Whole Foods Market 10162",-73.989883,40.734646,"4 Union Sq S","","New York","NY","10003","4196","NEW YORK" 
"DOLLAR GENERAL 9839",-77.963921,42.127464,"98 Bolivar Rd","","Wellsville","NY","14895","9303","ALLEGANY" 
"DOLLAR GENERAL 7491",-74.472435,42.680347,"813 E Main St","","Cobleskill","NY","12043","5011","SCHOHARIE" 
"PRICE CHOPPER 206",-75.437546,43.233158,"1790 Black River Blvd N","","Rome","NY","13440","2454","ONEIDA" 
