cartodb_id,the_geom,puma,ct2010,borocode,boroct2010,ntaname,ntacode,id,cdeligibil,boroname,shape_leng,shape_area,ctlabel,count_vals,count_vals_density
1183,0106000020E6100000010000000103000000010000002B000000E37F820F027252C06A8E3AE32F624440C4C81867037252C07A91BB242F62444088E3F8C3097252C0ABF17A9D2B624440CD12BA37187252C0B03E6665236244409A76A1A5267252C02AEBAAE31A6244408B100221347252C042D5D6770F6244407FF28DFF407252C03969387C0162444069FD4EE44D7252C08BCADD85F36144404E93A9C45A7252C0F8D49B86E56144407CF14AF8677252C0D01DF19FD7614440501BA8ED6D7252C05AD198D4D261444035DD1ED36F7252C0E77EF549D16144406D084E52727252C018E4DA0DD5614440D52D6EA1747252C001EF521ED9614440803EDABA767252C0DE4AA772DD61444002DCAA99787252C0D8F70301E26144403556433A7A7252C06C1480BEE66144405D278567897252C0B1D1A4ED106244406B41D3CD8D7252C046864F0D1D624440710343F5927252C0BA98C2742B6244408163CB2A997252C09A048BC63A624440EEFA10EBA57252C04169587358624440901B2FEAA77252C0490DEF7B5C624440823BE685AE7252C0B1B877806C6244402318CDA2AD7252C0249326086D6244402DBB2B5D927252C042D99C527D62444096956D08847252C0A595F2CB8562444027D28AB3757252C01053EA4D8E62444041AC7B60677252C08940C9C596624440ED372F0E597252C02AE5D5419F624440EF5026CF4A7252C0A07AE4BDA76244404EF2FB643C7252C06A3BF553B0624440687434E12D7252C0372A0ED7B86244404AB8FA99287252C0BBEAF5F5BB624440D90A6B7F277252C06CB9FB9CBC624440F5839A091E7252C0B1BA7F039962444059788183197252C0C28A16A587624440992EBA0D197252C0D62E1FD5856244405626B975107252C0FA2459816562444032E0EC720D7252C0F7E4C82D5A6244403237DF480A7252C0E81EBD6D4E6244401B1323BB047252C0D4FE01CE39624440E37F820F027252C06A8E3AE32F624440,4104,109900,4,4109900,Bayside-Bayside Hills,QN46,1400000US36081109900,I,Queens,8314.44795415,4114052.50473,1099,2,5.23268829451809e-06
1184,0106000020E6100000010000000103000000010000002C0000001A4676E3D87152C05342352C966144407DB419A1DA7152C07BEB63CD95614440C7A6EEA9DD7152C029882428956144406B7972CBDE7152C0533A8DEA946144400C24C1A3E07152C0F29AFF8594614440A44997AFEF7152C051E1B57F91614440E15724B0FF7152C0631F8D638E6144406209DCD90F7252C05B7CCBFF8B6144403F7252E91D7252C0DEBC658D89614440C170CBD8307252C00A8681B98661444037E77A2C417252C0BEA4E3288461444097472BEC417252C010C6C90A84614440069F4962427252C0742DFA828861444087CAE152437252C06FBB739D91614440EE95655C447252C037FB8E079A614440F643160A457252C08CE9B99C9C6144402496453C497252C0B6351A69A7614440629B3A234D7252C061FE9555AD614440D2F2F985607252C02644892DC16144405FE95BA4637252C04BD05574C461444035DD1ED36F7252C0E77EF549D1614440501BA8ED6D7252C05AD198D4D26144407CF14AF8677252C0D01DF19FD76144404E93A9C45A7252C0F8D49B86E561444069FD4EE44D7252C08BCADD85F36144407FF28DFF407252C03969387C016244408B100221347252C042D5D6770F6244409A76A1A5267252C02AEBAAE31A624440CD12BA37187252C0B03E66652362444088E3F8C3097252C0ABF17A9D2B624440C4C81867037252C07A91BB242F624440E37F820F027252C06A8E3AE32F624440A530D4D3FF7152C0E230667827624440A6F7B20EFD7152C0184B5E071D6244405D119BECF67152C0F08C06E9056244401760939BF67152C03E5CE1BD0462444052ED78B2F27152C023B6EB4CF6614440E5D2DE94F07152C0EC0BE77CEE6144405F7AC3AFEE7152C08020FA78E7614440F3A60CFAEA7152C036E643BDD9614440092D65A3E97152C0D5258DC8D46144403DA442DBDE7152C0C1C2F2EAAB61444058FFCBE1D97152C06C8C02CB996144401A4676E3D87152C05342352C96614440,4104,113300,4,4113300,Bayside-Bayside Hills,QN46,1400000US36081113300,I,Queens,7000.89169601,2802497.73632,1133,1,3.84078144613166e-06
1186,0106000020E61000000100000001030000000100000015000000B574FA80EC7B52C0216F597BC96644408439D508F47B52C0FD4363ECB466444062BD2489FB7B52C043C0FE5DA0664440EAE7280C037C52C057F519C98B66444091B18B8F0A7C52C021A8591A7766444060A0E6C1117C52C0969E26DB626644402CE855562C7C52C0DC245EA778664440DAB6D7CD447C52C0D02E53488D664440F3586EAF467C52C074EBD7EA8E66444063BFE3213F7C52C0188A1F8BA3664440DDA98DA6377C52C011299F23B8664440DBCB2620307C52C0544757B3CC6644409ACE0AAC287C52C037689F5EE1664440D78C2728217C52C02BAF8CE5F5664440A4ED2E26197C52C09DA708170C674440089B2F1B117C52C0CD613626226744403592AAAA0E7C52C044A18C1C20674440F7D4CA9FF67B52C0BDB5BDC20B6744400D531762DC7B52C0826B919CF566444079A05769E47B52C05E326BA3DF664440B574FA80EC7B52C0216F597BC9664440,3804,19600,1,1019600,East Harlem North,MN34,1400000US36061019600,I,Manhattan,5774.15966278,1902090.81861,196,20,0.000113178243889384
1248,0106000020E6100000010000000103000000010000001100000004896BFC3A7D52C0948F0CB05A5444408057AABD397D52C0C5A1385D4354444027D4F19D777D52C0515F15B63B544440A0332992787D52C09CBE4AC9465444404D159E27797D52C014B1CBE252544440DCA1A6A6797D52C0F22FC72364544440969BA8C8797D52C018C30C5E6A54444005771E787A7D52C02DA7F1C67B544440BA7B1FD57A7D52C0489F509B81544440180930FE7A7D52C01739B81A8E5444400467AEC87B7D52C0AD53CF229A544440A03834407D7D52C0812A2AB3B3544440F6AF1B33407D52C02BC42846BB544440B19E1BCB3E7D52C0514D3D88A1544440EEB10B743D7D52C0007D8C5A895444408A431B383C7D52C012FDE5017254444004896BFC3A7D52C0948F0CB05A544440,4011,79801,3,3079801,Prospect Lefferts Gardens-Wingate,BK60,1400000US36047079801,E,Brooklyn,4764.35304985,1397208.65479,798.01,3,2.31115263371309e-05
1187,0106000020E610000001000000010300000001000000340000006A78528EBB8952C02565A159114744407BCE3A4AD28952C00A88155705474440C8A7F9A8DB8952C00731309B004744405B4C965CE98952C0B1F6BE9FF946444067C4FF04F98952C0354D19E4F1464440B0353206088A52C08D3C1878EF464440693A4E4B178A52C02575DC59EB4644403AA3115E1C8A52C043F6E64F0247444042EB4A4D218A52C0900ED2C118474440F78DCAA8268A52C0B111CC802F4744409054CFD12B8A52C0075FCF44464744401D2297C2308A52C0123D648C5B474440450D84EE358A52C06C7BD48C73474440085D5EF93A8A52C0D81CD4598A474440069DEFEA3F8A52C0B49AD2F7A047444016C598E5448A52C0427BB9C2B74744400E4E4178498A52C05605C362CC4744405B51CE4C4D8A52C0F6EA8AEDDD47444031D3395D3E8A52C04EC440F7E5474440C7F1AFA42F8A52C01CB16D83ED474440CF997FE5208A52C0B117003CF6474440CCBE2007138A52C0570EF9F3FF4744409131CE8B108A52C01D63D0BE01484440A0B2298B108A52C0527B46BF0148444079679F8A108A52C0307ECEBF014844403DFB3A2E0E8A52C0B2FE03F40348444092B3C82D0E8A52C0162A66F40348444096A6632D0E8A52C027EDD9F4034844405E03F5FA0B8A52C04F46518A064844404F3112FA0B8A52C0DD28618B06484440CB073AF90B8A52C088CA968C06484440B1810EFA098A52C06B197D7809484440645BDCF9098A52C0E7DDC97809484440BB35AAF9098A52C001CB187909484440D7AAF834088A52C0C33F2EAE0C4844409D9D1176F98952C00B1ED0C229484440D46E327EF78952C0FD499554204844401C80D59EF28952C0376A89120A484440B195FC74F08952C09F67CD6A004844402E9919B1ED8952C05EEEE7E0F347444012292DB9E88952C0D05F3D49DD4744404F80F9C7E48952C0B1FD6946CB47444059B30EBAE38952C0E049E3BAC6474440A7035141E28952C0ADAA2203C0474440901DC4E2DE8952C08DB31BA2B04744405F8299E3D98952C07CF2C4E799474440AC8AB7E3D48952C007257D5C834744409DB479CED38952C0D5C4E16C7E474440FC9CC0F2CA8952C080DAEDA2564744401D20A3AEC48952C0701B73803A4744407FAE18A9BF8952C0F0AD24DC234744406A78528EBB8952C02565A15911474440,3901,14608,5,5014608,Great Kills,SI54,1400000US36085014608,I,Staten Island,9458.91058603,4831070.45919,146.08,1,2.22808459160776e-06
1188,0106000020E6100000010000000103000000010000004600000006060FAD458A52C0C9A9701F32504440BC84DD70418A52C036554F1131504440CE407CC4338A52C015E423682E504440FF2E6301268A52C04706B2042B5044401C3B36D1198A52C0CB11A8E627504440E0843900078A52C0B41483562250444083DEE5FFF78952C0353F57CB1D504440088310D7E98952C06E6F62DA19504440C4AE19A4E38952C01249D92F185044404CA6EEF1CC8952C0FC1CD7951350444042CCD899BE8952C054ABD3D810504440E6938C99BC8952C05AA7487410504440B627C2B6AF8952C012057BD10D504440AD17E5A7A08952C064E95A1B0A504440A2D8696A858952C0FDF9C26E035044402AECC907898952C0FA1DD475E54F444045A87E8E8B8952C008F3A06FCE4F44405F43DE098C8952C027E4300BCA4F44409E60FE928C8952C02A658A23C74F4440D8749D418D8952C04B2B5F4EC44F44407042AD148E8952C06E511190C14F4440B329E70A8F8952C0FE8FDFECBE4F4440841FCE22908952C0A13EDF68BC4F44402A01B15A918952C0884FF407BA4F4440B42EADB0928952C012F9CCCDB74F44409E76B122948952C09575DBBDB54F444014CBF2B3998952C0136CC6F2AB4F44403A2B74DA9E8952C0AB3512A1A24F44400721F894A48952C013BF264C984F4440A537C820A98952C0FAC14023904F4440B3F9D8FEAE8952C0090B6F7D884F444081A7A0F6B68952C03388D7477E4F44404F27CCCFC08952C08230D7DB714F4440D0C654BBCA8952C0AF1D9F1A654F4440CB392326D48952C0A6AFC5A5594F44401C330058D58952C0A35B0CDF574F44401028B3E5DF8952C027D5C738454F44401723AC7DF28952C088F2AB6E5E4F4440B5203BE1068A52C0D832D33C644F4440A22F4883308A52C07E18BF2B714F44408E8D3416618A52C0B0C6DD597F4F44402490DC566C8A52C041A6AC8E834F4440290641AB8A8A52C024E363738F4F4440F4D9B11B8F8A52C07F1E1536914F4440A4F9D705918A52C0D86836D5824F4440912CF69CA78A52C089F5EB0E904F44403496FCE4AC8A52C0B6ADAE2C904F44401EF4CAD4B38A52C07C8B5235954F4440B623A091B68A52C041FA6F09964F4440E382FD43B98A52C09029F84A974F44405715EDE0BB8A52C0BE1575F7984F44406D83D15DBE8A52C077902E099B4F4440CE1F4AB1C08A52C026311B779D4F44401DCA24D3C28A52C0E50DC835A04F4440EBD1596CBF8A52C0D35897D7AA4F44401D2EF9E3B98A52C03EAA058CC24F444009A924CEB68A52C035A3AABADB4F4440397A5983B48A52C0ED75888BEF4F444010F2C656AC8A52C03B20806D335044407096C2E6A88A52C0F49BDA884D50444074993B90968A52C0CA79DD7E46504440EB99135D928A52C054C709BD445044400C9D35238E8A52C0810F462243504440FE0F3EE3898A52C063B6CDAE41504440599CCA9D858A52C08106D6624050444009FE7853818A52C0366F8F3E3F504440B802E8047D8A52C0DB3224423E5044403EABEBBF548A52C03A9EDC4B35504440B9750ED0508A52C01EBD8B5B3450444006060FAD458A52C0C9A9701F32504440,3903,30302,5,5030302,Mariner's Harbor-Arlington-Port Ivory-Graniteville,SI12,1400000US36085030302,I,Staten Island,13923.1435891,9788328.66893,303.02,8,8.79734773110837e-06
1191,0106000020E6100000010000000103000000010000002A00000070950F59A27B52C02BCEB133484B4440F06C1793B27B52C0E443E5A7444B4440829348D2C17B52C051CBBB52414B44403AB0BE9CD17B52C086E50FEC3D4B4440E2ECC770D27B52C087843ACB464B44402FB48A7DD47B52C02EEEEB9B5C4B44407AEF9C86D87B52C0082592A2874B4440E6EAC76EE87B52C0A92FCD24844B4440644FF18EF77B52C0524DAAE5804B44408A2E13F2FD7B52C07A0CA380C64B44401FD8F331007C52C07BEC7666DF4B4440D6864394047C52C03369424B0C4C4440D0B1D9FD027C52C0FE38BAA50C4C4440CC5590B9017C52C02DE8EAED0C4C44400BD545A7F67B52C00683CC640F4C4440C8F68F43F47B52C0B8C9F5EC0F4C4440AB206958E97B52C0B62C175B124C44406E6A32C5E57B52C01852C826134C4440119A024FDD7B52C0222EA8D3144C44405E991CC0DB7B52C06E5EA022154C44403EBA6132D67B52C06B50173C164C4440A88FE4CBD77B52C0F986F851264C44405541371AD87B52C004598B65294C444015FBA28CD97B52C048CB46F2374C4440E94B1DD8D97B52C09A0442E93A4C44401B73CFD7DA7B52C0A84E53F4444C4440FC8A5C1ADB7B52C0BD2B8391474C4440280E2415DD7B52C0341135795B4C44400117F360CD7B52C042086DE35E4C44406DE7843CC67B52C02F507F78604C4440581C9909BD7B52C0C0A83182624C4440176EA82FBE7B52C0D66B4C206F4C444022B15E50AF7B52C01E39E60A824C444063CE64ACAC7B52C0F473C810664C4440F887D24AA87B52C092ED6ABF394C44400BE659C9A67B52C061854D5C384C44405FD7B9A6AC7B52C03E28AB49304C444005F53525B77B52C03C4D67C6244C4440DA748274B67B52C01E29071F1D4C4440413DA7F4AF7B52C06FEC9898D74B44406F705D93A97B52C0C7D526CA944B444070950F59A27B52C02BCEB133484B4440,4016,62600,3,3062600,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,BK17,1400000US36047062600,I,Brooklyn,9998.50482345,3425961.06023,626,2,6.28376536556537e-06
1192,0106000020E61000000100000001030000000100000015000000F384CF57857E52C029923ACB5D514440E38BA136817E52C0F44D8B8132514440990443CE7F7E52C0AB370BC02351444017569BE27D7E52C03D38339E0F5144400D71B897777E52C0B9C01CA6CD504440A13D92DF897E52C002C66D4EBC504440AECA6B179A7E52C03EE78B18AD504440611BAD2AC47E52C0E5386299DE504440452278A4BA7E52C0C1D5A9F7F05044406D8AEDE1E27E52C05B29138C215144400C622254D97E52C084715CDD335144406B0B65C6CF7E52C0096D9335465144403B54F1A4CB7E52C0A31E922B4E5144407280B825C67E52C09F24207F585144408A8E29AFBC7E52C0F559C6ED6A5144402EDFB917B37E52C0FEAEB6657D51444045337E44AE7E52C08CF93DFE86514440CA21D79EAC7E52C0324D32057651444046DAE7C4A97E52C0923C501C56514440AF5BDDE7977E52C05EEE7CCA59514440F384CF57857E52C029923ACB5D514440,4014,47800,3,3047800,Borough Park,BK88,1400000US36047047800,E,Brooklyn,6946.93063687,2380722.10927,478,6,2.71275655028827e-05
1204,0106000020E6100000010000000103000000010000001A0000000371939BA77C52C0D56B8A2BB955444076FE66D6A77C52C0A000476DB45544400BD43DF4A77C52C0A4D45705B2554440DAF23D0FA97C52C09724C0B49A5544404499DF5DAA7C52C0A7AA6C737E554440A4BDB529AB7C52C0513734E76D554440FE3C63C5AB7C52C0F8A24143615544400E95A96EAC7C52C07746710D5355444022C48921AD7C52C00665180A44554440868719CDAD7C52C0C57FA5B7355544402905107FAE7C52C070BFC9DC26554440A7CB7F10AF7C52C0A429AF611955444027320AAAAF7C52C0FDE348250B55444062209FC0AE7C52C02CA215A200554440187B0413C37C52C0CEA53C20FE544440DE8A79C2DC7C52C0B590AFD5FA544440BD45823EDD7C52C0BF514156145544406C5F18DADB7C52C0FEE0A0CD2B554440E54E437EDA7C52C0C6D1E0F6485544402F7E1D1CD97C52C0ACF47333665544402576ECBED77C52C0019EFC65835544407D33DD61D67C52C0D33455A2A055444055468157D57C52C08A0E94E9B6554440E59DA339D57C52C028189369B9554440AE217F07D57C52C0768ED925BE5544400371939BA77C52C0D56B8A2BB9554440,4011,31900,3,3031900,Crown Heights South,BK63,1400000US36047031900,E,Brooklyn,5787.18839603,1631610.67387,319,3,1.97912585056145e-05
1189,0106000020E610000001000000010300000001000000350100008D768781298452C0BBE49A0E644B4440A0C69280298452C006646261614B4440CAEA2F74218452C00B9818CE514B4440CEBF8F791E8452C0F8F0BC5C4C4B4440B54828461F8452C0CF15BF694B4B444069EAB433228452C051FB6ECB504B444086294925248452C083A28311534B44406D900254258452C09152C095534B44409140E553388452C0267B36AD364B444086B5B9604D8452C047A84D1D1A4B4440B76535FC6F8452C0EDC2FEF4D94A4440A9BB52EC728452C03B6ABFB2D34A4440173198BB778452C0411F9079CA4A444031228E587E8452C01C6CB0E6BF4A4440A962D2A88A8452C097321CB5A54A44406185359C928452C0EBFD14338D4A444067545D52938452C0471FB581844A44401B464EA2848452C09C33F2D5744A444062905BA8858452C0B9065FB5724A4440D5D41AE9928452C030F664DE7F4A4440A7CFF9FB978452C0696B28EE7A4A44405DFD89D4B18452C0EF89FEAF534A4440545DEEAEB98452C067023486464A44401C8A810ACB8452C06B31E112274A444091B92EB4CC8452C016606B6C244A4440CEE462A3CB8452C0B8EEAA48224A4440E13132E7C98452C0731DF1E91F4A44401A5C4DA2C98452C0B4DEFFAF1F4A4440E7E1DF5BC98452C06278867A1F4A4440A7EA0814C98452C011769A491F4A44406D17E8CAC88452C0EFDC571D1F4A4440080AA180C88452C0F6A8CCF51E4A44406BAD5235C88452C0CC650ED31E4A44401FEE1FE9C78452C096B32AB51E4A44404E9C32B0C78452C0AF1084A41E4A4440E403FE77C78452C0AA73E18E1E4A444070A4B440C78452C0BFC854741E4A44405418830AC78452C0A963F5541E4A44404D399AD5C68452C02307DC301E4A444036CE23A2C68452C041AA28081E4A4440262B5170C68452C0B736FFDA1D4A444089D84740C68452C070AE84A91D4A44400B373412C68452C09776E3731D4A44409B1B3BE6C58452C0BBCC4C3A1D4A444015C582BCC58452C015B1EEFC1C4A4440F48F2F95C58452C013E6FCBB1C4A444076115B5FC58452C07766B6401C4A4440EB03CF26C58452C0909A51C81B4A4440FD5699EBC48452C0DFFDEB521B4A44405777CCADC48452C04879ADE01A4A444038687D6DC48452C0475DB1711A4A444040B3BC2AC48452C0B8A720061A4A4440802D9EE5C38452C03495159E194A4440E153379EC38452C0E5EFB139194A4440537E1261C38452C0CC7C01F1184A44409E75E721C38452C0232D79AC184A4440D4F7D3E0C28452C0081B366C184A4440ECD4F89DC28452C027C55A30184A4440C8097859C28452C0AB1B02F9174A444084906F13C28452C0161047C6174A444092B304CCC18452C092ED4498174A4440DC605A83C18452C0040B136F174A4440211B9239C18452C0435AC34A174A44405959D2EEC08452C05713672B174A44400C04CDAFC08452C06D15B319174A444099CA8171C08452C0B4DFC402174A4440B8C12134C08452C02C7EABE6164A444023E0DBF7BF8452C0B52481C5164A44406146DCBCBF8452C041F5559F164A4440EA935383BF8452C0122B5274164A44408FCA6B4BBF8452C082068C44164A4440DB595015BF8452C02C863110164A44406F452BE1BE8452C010DE65D7154A44408FD3ABADBE8452C03ECABC94154A44401B442D7CBE8452C00BC7A34E154A444095BAC64CBE8452C0108A3B05154A44400B4A8C1FBE8452C03CD3A9B8144A4440B6C09AF4BD8452C0B7F81769144A4440CC8A04CCBD8452C0E75EAB16144A4440DE18E0A5BD8452C022EC94C1134A4440D0134082BD8452C05C2DFC69134A4440278F3861BD8452C08C7B0A10134A44409530B42ABD8452C0823B4CB2124A4440CC9096F1BC8452C086D53058124A44405DDBFEB5BC8452C06B55EB01124A4440E8FA0778BC8452C0F330A2AF114A44400DF9CE37BC8452C008E87761114A4440BAA370F5BB8452C01D049417114A4440FD710FB1BB8452C009881BD2104A4440975EC96ABB8452C0A7122E91104A4440AAB1BF22BB8452C06A2DEA54104A4440B3BC57D2BA8452C0C2EAE817104A4440FD2F5F80BA8452C0F022E7DF0F4A4440E455FB2CBA8452C0312100AD0F4A444058E04ED8B98452C08BD54E7F0F4A44400F267E82B98452C09227E0560F4A44404D22AB2BB98452C09E98C4330F4A4440C7C4FCD3B88452C0B7BC0D160F4A4440DD80957BB88452C0D167C7FD0E4A4440DAC6BE43B88452C06DB8E8D20E4A44401C758D0DB88452C0FEE75CA30E4A4440A9192FD9B78452C076C24A6F0E4A4440F45CCBA6B78452C06D9ADB360E4A44401D528B76B78452C09EEA3AFA0D4A444021CE9348B78452C024619BB90D4A4440A5880B1DB78452C08E122C750D4A4440C8BF14F4B68452C0D8782A2D0D4A4440DB7ECCCDB68452C0994FC5E10C4A44401E3356AAB68452C0BC5642930C4A4440D4EEEB7DB68452C0D8A7C9300C4A4440F2EBFA4EB68452C027FC0ED10B4A4440A71E951DB68452C0A91D3D740B4A4440605DCEE9B58452C0E05B781A0B4A4440957EBAB3B58452C06D62E5C30A4A4440AB7A737BB58452C03E56A6700A4A444088720C41B58452C0745EDD200A4A4440C83E9D04B58452C05330ABD4094A44406F9B3FC6B48452C0E74C328C094A444024AD0E86B48452C070F98847094A4440781F2552B48452C0FCDC8F11094A444018825D1CB48452C0A5BF01E0084A4440FD8EE2E4B38452C0DF8B0BB3084A4440B676DFABB38452C0B0B3CA8A084A444093957C71B38452C009436067084A4440C3590A31B38452C00EDEA9DE084A4440EA0362F3B28452C058505659094A4440D4D897B8B28452C0E4CC3FD7094A4440A239BE80B28452C043EE3C580A4A44404579E84BB28452C027BF25DC0A4A44402A7F9E37B28452C0E3D247F40A4A4440A6307621B28452C0055D3E080B4A44403787CF09B28452C0DAC6B5170B4A4440E0360FF1B18452C045D16C220B4A4440536F9AD7B18452C0C2BE36280B4A444051C4E0BDB18452C08D83F9280B4A4440DA6D4BA4B18452C0E7F3AF240B4A44408FBB4A8BB18452C01A816F1B0B4A4440C8F74273B18452C0397E620D0B4A444042BE9F5CB18452C03126BBFA0A4A4440FF76BB47B18452C0D5C7D0E30A4A44400C7CF134B18452C0A7EEFDC80A4A44406A519224B18452C0F605BBAA0A4A4440E39DDF16B18452C077B17E890A4A444011DC150CB18452C098F7DF650A4A444097A86204B18452C097B16E400A4A444043A8E6FFB08452C0D8C4C8190A4A4440EFFDB1FEB08452C0B0B398F2094A44404D7ACD00B18452C00CB37BCB094A44406EF02C06B18452C002821AA5094A4440398D0E2EB18452C0236D6329094A4440BCC1CE59B18452C0DEF7BEB0084A444008FE5189B18452C0EFFF773B084A4440D4187ABCB18452C0E731D2C9074A4440DE31C0B7B18452C093D9E976074A4440CD45DBAFB18452C073729224074A44400A56D4A4B18452C0F80115D3064A444015A50F9EB18452C0A7D327A0064A4440E744969AB18452C0502C7A6C064A4440427C759AB18452C09D648238064A4440CBC5AA9DB18452C03C1FC804064A44402A20A4A0B18452C0B1A584ED054A4440B6E22EA4B18452C05435C8D1054A4440BC52F2ADB18452C07D0702A0054A4440C5C8D9BAB18452C01AC8ED6F054A4440CD61CBCAB18452C085800142054A4440691E9ADDB18452C09FBBB016054A44400D4B1CF3B18452C0E02363EE044A4440901A190BB28452C024407EC9044A44408CAF5825B28452C04BA35AA8044A44400AE89641B28452C03FE4508B044A44405428935FB28452C079559F72044A4440D114FC7EB28452C043BF855E044A44400F4FE0C1B28452C006925D4E044A4440A3BF0104B38452C054731A38044A44401AA82145B38452C0AFB1D11B044A4440A586EF8FB38452C0D3B81A89034A4440C78450DDB38452C01F7684F9024A4440B014352DB48452C02DDF2D6D024A444032916944B48452C0D7DBF558024A444058F0175DB48452C0C5285649024A44409116DE76B48452C0094C8F3E024A444084785491B48452C033BCCE38024A4440FDDD0DACB48452C00E332A38024A4440030C9DC6B48452C0E2A0A33C024A44401FB999E0B48452C0D72A2946024A4440430099F9B48452C091F09154024A4440BDE03511B58452C0B844AA67024A4440FAB31127B58452C0DD161E7F024A4440084ED23AB58452C06C37939A024A44403368274CB58452C0DA5897B9024A4440CEFECC5AB58452C08B5EADDB024A4440C7B88866B58452C08DA54C00034A4440D95D266FB58452C0F719E226034A4440E0598874B58452C0C550CD4E034A4440A4A29476B58452C0C5DD6D77034A4440CD0D4475B58452C0F1BE24A0034A44403E929F4EB58452C0012F9416044A444086580B25B58452C0B416B08A044A4440A5769AF8B48452C0DEFB4DFC044A444001955AC9B48452C00ECD3F6B054A44406E435F97B48452C0EF4162D7054A4440278D398DB48452C0C11AA5EB054A44401CFFB862B48452C021488740064A4440363B7D2BB48452C0FEAA8CA6064A444073B3D7BCB48452C0843B5D4D074A4440F8946650B58452C023CF9BEF074A4440FBE21CE6B58452C022E8338D084A4440F9ACE87DB68452C09D5B1526094A4440EA46EB7EB78452C024764D280A4A4440CE681F7EB88452C0990AAB2E0B4A4440F6487D7BB98452C04E5A28390C4A44403B48FA76BA8452C0219EBA470D4A444034AE9170BB8452C0B72A5D5A0E4A4440AE339267BD8452C0BD406B76104A4440DCA17261BF8452C00A8F338C124A4440D9DC995FC18452C0132C91BB144A4440AD1DF575C18452C0BC5049D9144A44400C3B2DB5C28452C0D1152133164A444069AA15F5C38452C006547D68174A4440B9D4105AC58452C06ABBC3E5184A44400D5A01A1C68452C0971BBC511A4A4440E9E01FE7C78452C0ACA33A791B4A4440E523D9B2C98452C0AD7BE25D1D4A444034976E28CE8452C029808AEB214A44402BFD1E18D38452C0EA4FA13E164A4440A597ACE0D98452C066429B09064A4440F61A84A4D08452C0BA8C62DDFB494440D5A7FA78D28452C0C007A53BF849444085C01672DD8452C0C4C2E6ED034A4440A6048C69EA8452C0FEB3C2A3124A4440B362F93BEC8452C0CA385CC6144A4440524FF7D4F98452C0A887B28C234A44408C0FCFB6FA8452C01961F8DE244A4440786E448DFB8452C0B54A67EE254A4440D96FB253038552C0D5E9921C2E4A4440109F49630E8552C00935D278394A44401CCC3EA21D8552C0606E4F21494A44400381D441308552C0A0B151605C4A444053A78CE1428552C012B83B9F6F4A4440D4A8BA25668552C0340EE741934A44408FF57075788552C06B6C66F7A54A44409D5802E5898552C04D62BAC7B74A4440B088FBEAA98552C0696CDA58DA4A4440C2867AF7AA8552C02C4B572ED84A44409D72942AB48552C08443F62EC54A4440D1E5A431D18552C0274BF222E34A44405405108EDD8552C027BE20D2EF4A4440CE3B876BED8552C08A1F6213004B4440D29E5DB4EB8552C0B86F3CE8034B44400E28B301E58552C0D6D665E5124B4440C1FB5B2BE48552C005110FC5144B444095D61A60E38552C02A729096164B444056A3F011DD8552C0EBD35907254B4440F6AA65DED48552C0D0E2489C374B4440D1B044DBC88552C024AFE5F7524B4440CE837296C08552C01C1F078E654B44408276CF5AB88552C0BA7B6C2C784B444016628B10B08552C02B4432F18A4B4440028B89C2A78552C035238BC09D4B4440506537459F8552C0341107B1B14B4440675B51CA978552C003428FE0CC4B44408EE15DEE938552C0B4744951E04B44403CB52E098F8552C01E52470BF84B44407A3F51898A8552C03412FD2E0D4C4440F9D2DE3D868552C02B95B9B9224C4440E8465BFA7E8552C0CD66A320464C4440B496258C7D8552C001AEF6ED454C4440BBB62F2B6F8552C04DA8710D404C444000F6D265618552C01A26C738394C4440005912775C8552C0B02BDF073A4C4440DB3F62D3548552C0A34B26AA1F4C4440C939E245538552C0A2F871AE194C4440444FDD8D508552C0FC9831B80F4C444039E188F9458552C0561221B0ED4B444020FE06BB3B8552C01698E0AECD4B4440A76EDA1E3B8552C0F3A9F5C6CB4B4440FF524795238552C0E813EB90DC4B444059B1CE47148552C0A173D63AE74B444039B0309A058552C0FD0F3A41F14B444029E6BD660C8552C0D9334151064C4440E3B18C52FE8452C038E6C58A104C4440131A4C03F08452C0F9CF58B1194C444043F1227AE18452C067BB5D25234C444032B14956D38452C034736A5F2C4C444015AF1D38C58452C02C2D4FA2354C4440404D9A2AB78452C03019ABDC3E4C4440056B9A08A98452C0932C8429484C44409C6331518E8452C0FF17BAC8594C444000ACC515828452C0E0B0DECD614C4440B12D0F0B768452C0D1A8E64A354C444053FCAC11758452C03A55719C314C4440A8C9E9525F8452C06D306D67E04B4440E6446E805C8452C07B6F2897D54B444032117D54598452C05059ED65C94B444099477D29528452C07B7E84DAB04B4440E9D0FF614E8452C09803976FA54B444042ABAB46448452C051098FA9914B444016EDFF97438452C0ED1ECB53904B4440D180D4BA418452C0D3C8226C904B4440B0F7808C368452C0A7B5090F874B444042DB03B0358452C07B7129D2854B4440A1929408358452C0BF62021F844B44404C7CBDBA348452C0946CD41B824B4440C85929D8348452C01AF8F70C804B44401777BA55358452C0B59F363A7E4B4440F441B712368452C0484D21D17C4B4440CA04C4CF348452C0434118FF7A4B4440FD3BD661338452C0B37F09EF784B44408D768781298452C0BBE49A0E644B4440,3902,7000,5,5007000,Old Town-Dongan Hills-South Beach,SI36,1400000US36085007000,I,Staten Island,26519.4479352,28727547.6872,70,7,2.62284335188823e-06
